  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.678482                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.3470e-01 1.5935e+05 -2.1283e+04 6.9653e-03 1.0000e+05
7.4526e-01 1.6666e+05 -1.8444e+04 6.9674e-03 1.0000e+05
7.5558e-01 1.6741e+05 -1.6783e+04 6.9658e-03 1.0000e+05
7.6533e-01 1.6557e+05 -2.0873e+04 6.9673e-03 1.0000e+05
7.7554e-01 1.7079e+05 -2.1684e+04 6.9664e-03 1.0000e+05
7.8498e-01 1.7239e+05 -1.5546e+04 6.9676e-03 1.0000e+05
7.9527e-01 1.8020e+05 -1.9050e+04 6.9674e-03 1.0000e+05
8.0519e-01 1.8258e+05 -1.7824e+04 6.9673e-03 1.0000e+05
8.1527e-01 1.8237e+05 -1.8061e+04 6.9670e-03 1.0000e+05
8.2508e-01 1.8379e+05 -2.0714e+04 6.9686e-03 1.0000e+05
8.3522e-01 1.8484e+05 -2.0179e+04 6.9682e-03 1.0000e+05
8.4522e-01 1.8596e+05 -2.1468e+04 6.9665e-03 1.0000e+05
8.5506e-01 1.8879e+05 -2.2472e+04 6.9693e-03 1.0000e+05
8.6525e-01 1.9000e+05 -2.2149e+04 6.9665e-03 1.0000e+05
8.7496e-01 1.9439e+05 -2.1848e+04 6.9664e-03 1.0000e+05
8.8508e-01 2.0090e+05 -1.9906e+04 6.9683e-03 1.0000e+05
8.9499e-01 2.0402e+05 -2.1649e+04 6.9673e-03 1.0000e+05
9.0503e-01 2.0801e+05 -2.5864e+04 6.9664e-03 1.0000e+05
9.1480e-01 2.1480e+05 -2.8368e+04 6.9678e-03 1.0000e+05
9.2526e-01 2.1090e+05 -3.0275e+04 6.9657e-03 1.0000e+05
9.3481e-01 2.1535e+05 -2.6412e+04 6.9664e-03 1.0000e+05
9.4481e-01 2.2414e+05 -3.6138e+04 6.9687e-03 1.0000e+05
9.5476e-01 2.1742e+05 -3.2489e+04 6.9675e-03 1.0000e+05
9.6509e-01 2.2005e+05 -2.6332e+04 6.9683e-03 1.0000e+05
9.7462e-01 2.2543e+05 -2.5417e+04 6.9672e-03 1.0000e+05
9.8478e-01 2.2940e+05 -3.0694e+04 6.9672e-03 1.0000e+05
9.9583e-01 2.3570e+05 -2.0902e+04 6.9675e-03 1.0000e+05
1.0055e+00 2.2472e+05 -3.2204e+04 6.9694e-03 1.0000e+05
1.0059e+00 2.3825e+05 -2.1201e+04 6.9665e-03 1.0000e+05
9.9562e-01 2.3601e+05 -1.9072e+04 6.9673e-03 1.0000e+05
9.8474e-01 2.3062e+05 -3.4428e+04 6.9678e-03 1.0000e+05
9.7467e-01 2.2787e+05 -2.3749e+04 6.9681e-03 1.0000e+05
9.6506e-01 2.1694e+05 -2.1612e+04 6.9676e-03 1.0000e+05
9.5458e-01 2.1501e+05 -3.2945e+04 6.9686e-03 1.0000e+05
9.4506e-01 2.1452e+05 -2.7826e+04 6.9687e-03 1.0000e+05
9.3473e-01 2.0803e+05 -2.7842e+04 6.9677e-03 1.0000e+05
9.2500e-01 2.0747e+05 -2.2763e+04 6.9691e-03 1.0000e+05
9.1494e-01 2.0646e+05 -2.3456e+04 6.9682e-03 1.0000e+05
9.0482e-01 2.0379e+05 -1.9949e+04 6.9671e-03 1.0000e+05
8.9499e-01 2.0129e+05 -2.8196e+04 6.9677e-03 1.0000e+05
8.8501e-01 2.0023e+05 -2.7809e+04 6.9674e-03 1.0000e+05
8.7499e-01 1.9933e+05 -2.5297e+04 6.9674e-03 1.0000e+05
8.6520e-01 2.0303e+05 -2.6685e+04 6.9681e-03 1.0000e+05
8.5526e-01 1.9221e+05 -1.7031e+04 6.9667e-03 1.0000e+05
8.4528e-01 1.9008e+05 -2.3766e+04 6.9673e-03 1.0000e+05
8.3541e-01 1.8861e+05 -2.6854e+04 6.9685e-03 1.0000e+05
8.2487e-01 1.8905e+05 -2.4182e+04 6.9666e-03 1.0000e+05
8.1522e-01 1.8194e+05 -1.9094e+04 6.9667e-03 1.0000e+05
8.0511e-01 1.8208e+05 -2.4306e+04 6.9677e-03 1.0000e+05
7.9521e-01 1.8094e+05 -2.2249e+04 6.9683e-03 1.0000e+05
7.8522e-01 1.7341e+05 -1.8532e+04 6.9672e-03 1.0000e+05
7.7542e-01 1.6685e+05 -2.0346e+04 6.9660e-03 1.0000e+05
7.6558e-01 1.7077e+05 -1.5606e+04 6.9676e-03 1.0000e+05
7.5539e-01 1.6976e+05 -1.1892e+04 6.9661e-03 1.0000e+05
7.4525e-01 1.6449e+05 -1.7769e+04 6.9675e-03 1.0000e+05
7.3470e-01 1.6301e+05 -1.4256e+04 6.9674e-03 1.0000e+05
7.2460e-01 1.6303e+05 -1.4492e+04 6.9669e-03 1.0000e+05
7.1482e-01 1.5754e+05 -1.4055e+04 6.9667e-03 1.0000e+05
7.0478e-01 1.5391e+05 -1.7136e+04 6.9685e-03 1.0000e+05
6.9454e-01 1.5394e+05 -1.0504e+04 6.9671e-03 1.0000e+05
6.8473e-01 1.4899e+05 -1.3844e+04 6.9676e-03 1.0000e+05
6.7467e-01 1.4498e+05 -1.2043e+04 6.9673e-03 1.0000e+05
6.6474e-01 1.4527e+05 -1.2491e+04 6.9658e-03 1.0000e+05
6.5472e-01 1.4146e+05 -1.5584e+04 6.9678e-03 1.0000e+05
6.4498e-01 1.3961e+05 -1.3423e+04 6.9668e-03 1.0000e+05
6.3464e-01 1.3575e+05 -1.4817e+04 6.9663e-03 1.0000e+05
6.2472e-01 1.3745e+05 -1.1626e+04 6.9674e-03 1.0000e+05
6.1481e-01 1.3650e+05 -1.0224e+04 6.9663e-03 1.0000e+05
6.0519e-01 1.3392e+05 -1.2179e+04 6.9663e-03 1.0000e+05
5.9479e-01 1.2953e+05 -1.2556e+04 6.9644e-03 1.0000e+05
5.8512e-01 1.2944e+05 -1.2834e+04 6.9660e-03 1.0000e+05
5.7501e-01 1.2539e+05 -1.1398e+04 6.9657e-03 1.0000e+05
5.6520e-01 1.2357e+05 -1.0763e+04 6.9673e-03 1.0000e+05
5.5507e-01 1.2199e+05 -9.1560e+03 6.9670e-03 1.0000e+05
5.4528e-01 1.1980e+05 -1.1293e+04 6.9657e-03 1.0000e+05
5.3518e-01 1.1891e+05 -1.0758e+04 6.9669e-03 1.0000e+05
5.2535e-01 1.1533e+05 -1.0980e+04 6.9669e-03 1.0000e+05
5.1530e-01 1.1300e+05 -1.0119e+04 6.9661e-03 1.0000e+05
5.0525e-01 1.1324e+05 -1.0572e+04 6.9653e-03 1.0000e+05
4.9426e-01 1.1038e+05 -9.0412e+03 6.9653e-03 1.0000e+05
4.8465e-01 1.0739e+05 -8.6333e+03 6.9661e-03 1.0000e+05
4.7447e-01 1.0792e+05 -8.0740e+03 6.9657e-03 1.0000e+05
4.6441e-01 1.0427e+05 -8.9145e+03 6.9652e-03 1.0000e+05
4.5471e-01 1.0448e+05 -8.0312e+03 6.9658e-03 1.0000e+05
4.4446e-01 1.0190e+05 -6.3253e+03 6.9659e-03 1.0000e+05
4.3450e-01 1.0009e+05 -6.7748e+03 6.9662e-03 1.0000e+05
4.2399e-01 9.9009e+04 -7.1192e+03 6.9646e-03 1.0000e+05
4.1400e-01 9.7577e+04 -6.2134e+03 6.9651e-03 1.0000e+05
4.0343e-01 9.5246e+04 -5.5057e+03 6.9661e-03 1.0000e+05
3.9386e-01 9.4125e+04 -6.1186e+03 6.9655e-03 1.0000e+05
3.8382e-01 9.2585e+04 -6.2732e+03 6.9660e-03 1.0000e+05
3.7384e-01 9.1049e+04 -5.7441e+03 6.9661e-03 1.0000e+05
3.6387e-01 8.9935e+04 -4.1950e+03 6.9651e-03 1.0000e+05
3.5390e-01 8.7886e+04 -4.9993e+03 6.9637e-03 1.0000e+05
3.4386e-01 8.6796e+04 -3.9534e+03 6.9654e-03 1.0000e+05
3.3377e-01 8.4576e+04 -5.2919e+03 6.9648e-03 1.0000e+05
3.2420e-01 8.2548e+04 -4.8876e+03 6.9649e-03 1.0000e+05
