  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.650286                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.02                  0.1                  0.1

  RealMeasuredPoints
                 204

        Bias        Current     Resistance
3.0000e-01   1.2405e-05   2.4183e+04
2.8000e-01   1.2177e-05   2.2993e+04
2.6000e-01   1.1939e-05   2.1777e+04
2.4000e-01   1.1692e-05   2.0526e+04
2.2000e-01   1.1440e-05   1.9231e+04
2.0000e-01   1.1172e-05   1.7902e+04
1.8000e-01   1.0900e-05   1.6514e+04
1.6000e-01   1.0611e-05   1.5078e+04
1.4000e-01   1.0316e-05   1.3572e+04
1.2000e-01   1.0008e-05   1.1991e+04
1.0000e-01   9.6883e-06   1.0322e+04
8.0000e-02   9.3565e-06   8.5502e+03
6.0000e-02   9.0138e-06   6.6565e+03
4.0000e-02   8.6577e-06   4.6202e+03
2.0000e-02   8.2865e-06   2.4136e+03
0.0000e+00   7.9038e-06   0.0000e+00
