  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.652048                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.3409e-01 1.8200e+05 -4.2661e+04 6.9701e-03 1.0000e+05
7.4526e-01 1.8686e+05 -4.0422e+04 6.9687e-03 1.0000e+05
7.5507e-01 1.9062e+05 -3.8891e+04 6.9695e-03 1.0000e+05
7.6511e-01 1.9300e+05 -4.6844e+04 6.9694e-03 1.0000e+05
7.7523e-01 1.8955e+05 -4.3881e+04 6.9690e-03 1.0000e+05
7.8470e-01 1.9779e+05 -3.7020e+04 6.9685e-03 1.0000e+05
7.9514e-01 2.0191e+05 -4.5219e+04 6.9681e-03 1.0000e+05
8.0491e-01 1.9942e+05 -4.1681e+04 6.9678e-03 1.0000e+05
8.1493e-01 2.0548e+05 -4.7281e+04 6.9680e-03 1.0000e+05
8.2455e-01 2.0747e+05 -5.7633e+04 6.9688e-03 1.0000e+05
8.3497e-01 2.0933e+05 -4.5900e+04 6.9685e-03 1.0000e+05
8.4486e-01 2.1438e+05 -4.7096e+04 6.9688e-03 1.0000e+05
8.5501e-01 2.1436e+05 -5.0001e+04 6.9696e-03 1.0000e+05
8.6462e-01 2.2177e+05 -5.0594e+04 6.9678e-03 1.0000e+05
8.7494e-01 2.2601e+05 -5.0506e+04 6.9683e-03 1.0000e+05
8.8458e-01 2.2473e+05 -5.5708e+04 6.9698e-03 1.0000e+05
8.9478e-01 2.2785e+05 -5.1448e+04 6.9678e-03 1.0000e+05
9.0480e-01 2.3421e+05 -6.2117e+04 6.9698e-03 1.0000e+05
9.1435e-01 2.3762e+05 -5.1507e+04 6.9679e-03 1.0000e+05
9.2487e-01 2.3838e+05 -6.2364e+04 6.9697e-03 1.0000e+05
9.3442e-01 2.4294e+05 -6.7288e+04 6.9698e-03 1.0000e+05
