  Measurement Number     Measurement type
                   3           CVSweepNew

      Measurement ID             SeriesID
       739662.653595                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3          10000000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
3.9248e-01 1.0511e+05 -1.7933e+04 6.9684e-03 1.0000e+10
3.8257e-01 1.0264e+05 -1.6707e+04 6.9662e-03 1.0000e+10
3.7241e-01 1.0072e+05 -1.6468e+04 6.9685e-03 1.0000e+10
3.6282e-01 9.8342e+04 -1.7308e+04 6.9672e-03 1.0000e+10
3.5263e-01 9.7519e+04 -1.5584e+04 6.9675e-03 1.0000e+10
3.4289e-01 9.4812e+04 -1.5610e+04 6.9658e-03 1.0000e+10
3.3592e-01 9.4899e+04 -1.4081e+04 6.9679e-03 1.0000e+10
3.2536e-01 9.2521e+04 -1.4699e+04 6.9673e-03 1.0000e+10
3.1422e-01 8.9989e+04 -1.5138e+04 6.9675e-03 1.0000e+10
3.0435e-01 8.8600e+04 -1.4367e+04 6.9673e-03 1.0000e+10
2.9417e-01 8.6671e+04 -1.2267e+04 6.9676e-03 1.0000e+10
2.8411e-01 8.5975e+04 -1.2872e+04 6.9660e-03 1.0000e+10
2.7405e-01 8.4359e+04 -1.2988e+04 6.9663e-03 1.0000e+10
2.6438e-01 8.1686e+04 -1.3114e+04 6.9668e-03 1.0000e+10
2.5430e-01 8.0240e+04 -1.2015e+04 6.9660e-03 1.0000e+10
2.4323e-01 7.9842e+04 -1.0571e+04 6.9663e-03 1.0000e+10
2.3346e-01 7.7755e+04 -1.2846e+04 6.9673e-03 1.0000e+10
2.2330e-01 7.6546e+04 -1.1927e+04 6.9671e-03 1.0000e+10
2.1324e-01 7.4639e+04 -1.0538e+04 6.9670e-03 1.0000e+10
2.0338e-01 7.4035e+04 -1.0354e+04 6.9671e-03 1.0000e+10
1.9363e-01 7.2740e+04 -1.0093e+04 6.9655e-03 1.0000e+10
1.8313e-01 7.0796e+04 -1.0815e+04 6.9665e-03 1.0000e+10
1.7364e-01 6.9297e+04 -9.4744e+03 6.9674e-03 1.0000e+10
1.6345e-01 6.8346e+04 -8.6780e+03 6.9649e-03 1.0000e+10
1.5364e-01 6.7794e+04 -9.1314e+03 6.9646e-03 1.0000e+10
1.4353e-01 6.5705e+04 -9.1400e+03 6.9643e-03 1.0000e+10
1.3390e-01 6.4496e+04 -8.5645e+03 6.9663e-03 1.0000e+10
1.2354e-01 6.3757e+04 -7.8378e+03 6.9651e-03 1.0000e+10
1.1385e-01 6.2073e+04 -7.8998e+03 6.9648e-03 1.0000e+10
1.0372e-01 6.0716e+04 -8.2127e+03 6.9655e-03 1.0000e+10
9.4008e-02 5.9836e+04 -7.9856e+03 6.9642e-03 1.0000e+10
8.3792e-02 5.8827e+04 -7.2833e+03 6.9654e-03 1.0000e+10
7.3984e-02 5.7744e+04 -6.8128e+03 6.9665e-03 1.0000e+10
6.4064e-02 5.6510e+04 -6.7018e+03 6.9658e-03 1.0000e+10
5.4288e-02 5.5501e+04 -6.3841e+03 6.9654e-03 1.0000e+10
4.4152e-02 5.5014e+04 -6.0774e+03 6.9637e-03 1.0000e+10
3.4376e-02 5.3795e+04 -6.6224e+03 6.9643e-03 1.0000e+10
2.4360e-02 5.2508e+04 -6.2353e+03 6.9647e-03 1.0000e+10
1.4328e-02 5.1732e+04 -5.5999e+03 6.9639e-03 1.0000e+10
4.4160e-03 5.0812e+04 -5.7663e+03 6.9649e-03 1.0000e+10




