  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.679241                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
-8.4000e-01   -1.5136e-05   5.5497e+04
-8.3000e-01   -1.5057e-05   5.5124e+04
-8.2000e-01   -1.4975e-05   5.4756e+04
-8.1000e-01   -1.4893e-05   5.4390e+04
-8.0000e-01   -1.4809e-05   5.4022e+04
-7.9000e-01   -1.4724e-05   5.3654e+04
-7.8000e-01   -1.4638e-05   5.3287e+04
-7.7000e-01   -1.4550e-05   5.2922e+04
-7.6000e-01   -1.4459e-05   5.2561e+04
-7.5000e-01   -1.4369e-05   5.2196e+04
-7.4000e-01   -1.4276e-05   5.1837e+04
-7.3000e-01   -1.4182e-05   5.1473e+04
-7.2000e-01   -1.4086e-05   5.1113e+04
-7.1000e-01   -1.3989e-05   5.0755e+04
-7.0000e-01   -1.3889e-05   5.0401e+04
-6.9000e-01   -1.3788e-05   5.0044e+04
-6.8000e-01   -1.3685e-05   4.9690e+04
-6.7000e-01   -1.3580e-05   4.9336e+04
-6.6000e-01   -1.3474e-05   4.8984e+04
-6.5000e-01   -1.3367e-05   4.8628e+04
-6.4000e-01   -1.3256e-05   4.8280e+04
-6.3000e-01   -1.3143e-05   4.7933e+04
-6.2000e-01   -1.3030e-05   4.7583e+04
-6.1000e-01   -1.2913e-05   4.7240e+04
-6.0000e-01   -1.2796e-05   4.6889e+04
-5.9000e-01   -1.2676e-05   4.6545e+04
-5.8000e-01   -1.2554e-05   4.6201e+04
-5.7000e-01   -1.2429e-05   4.5862e+04
-5.6000e-01   -1.2302e-05   4.5521e+04
-5.5000e-01   -1.2174e-05   4.5179e+04
-5.4000e-01   -1.2043e-05   4.4841e+04
-5.3000e-01   -1.1909e-05   4.4504e+04
-5.2000e-01   -1.1773e-05   4.4171e+04
-5.1000e-01   -1.1635e-05   4.3833e+04
-5.0000e-01   -1.1494e-05   4.3501e+04
-4.9000e-01   -1.1350e-05   4.3171e+04
-4.8000e-01   -1.1205e-05   4.2839e+04
-4.7000e-01   -1.1058e-05   4.2504e+04
-4.6000e-01   -1.0908e-05   4.2172e+04
-4.5000e-01   -1.0754e-05   4.1846e+04
-4.4000e-01   -1.0598e-05   4.1518e+04
-4.3000e-01   -1.0440e-05   4.1187e+04
-4.2000e-01   -1.0279e-05   4.0860e+04
