  Measurement Number     Measurement type
                   2                DC IV

      Measurement ID             SeriesID
       739662.681469                    0

         MeasureMode                Bias1                Bias2
                   2                  -10                   10

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                4004

        Bias        Current     Resistance
0.0000e+00   -4.5161e-07   -0.0000e+00
-1.0000e-02   -8.3171e-07   1.2023e+04
-2.0000e-02   -1.2041e-06   1.6610e+04
-3.0000e-02   -1.5656e-06   1.9162e+04
-4.0000e-02   -1.9130e-06   2.0910e+04
-5.0000e-02   -2.2459e-06   2.2263e+04
-6.0000e-02   -2.5643e-06   2.3398e+04
-7.0000e-02   -2.8697e-06   2.4393e+04
-8.0000e-02   -3.1623e-06   2.5298e+04
-9.0000e-02   -3.4453e-06   2.6123e+04
-1.0000e-01   -3.7185e-06   2.6893e+04
-1.1000e-01   -3.9832e-06   2.7616e+04
-1.2000e-01   -4.2412e-06   2.8294e+04
-1.3000e-01   -4.5140e-06   2.8799e+04
-1.4000e-01   -4.7611e-06   2.9405e+04
-1.5000e-01   -5.0042e-06   2.9975e+04
-1.6000e-01   -5.2426e-06   3.0519e+04
-1.7000e-01   -5.4775e-06   3.1036e+04
-1.8000e-01   -5.7096e-06   3.1526e+04
-1.9000e-01   -5.9381e-06   3.1997e+04
-2.0000e-01   -6.1644e-06   3.2444e+04
-2.1000e-01   -6.3871e-06   3.2879e+04
-2.2000e-01   -6.6070e-06   3.3298e+04
-2.3000e-01   -6.8247e-06   3.3701e+04
-2.4000e-01   -7.0399e-06   3.4091e+04
-2.5000e-01   -7.2522e-06   3.4472e+04
-2.6000e-01   -7.4620e-06   3.4843e+04
-2.7000e-01   -7.6681e-06   3.5211e+04
-2.8000e-01   -7.8725e-06   3.5567e+04
-2.9000e-01   -8.0740e-06   3.5918e+04
-3.0000e-01   -8.2715e-06   3.6269e+04
-3.1000e-01   -8.4816e-06   3.6550e+04
-3.2000e-01   -8.6739e-06   3.6892e+04
-3.3000e-01   -8.8633e-06   3.7232e+04
-3.4000e-01   -9.0495e-06   3.7571e+04
-3.5000e-01   -9.2330e-06   3.7908e+04
-3.6000e-01   -9.4132e-06   3.8244e+04
-3.7000e-01   -9.5900e-06   3.8582e+04
-3.8000e-01   -9.7650e-06   3.8915e+04
-3.9000e-01   -9.9360e-06   3.9251e+04
-4.0000e-01   -1.0105e-05   3.9584e+04
-4.1000e-01   -1.0271e-05   3.9920e+04
-4.2000e-01   -1.0433e-05   4.0257e+04
-4.3000e-01   -1.0594e-05   4.0591e+04
-4.4000e-01   -1.0752e-05   4.0924e+04
-4.5000e-01   -1.0907e-05   4.1259e+04
-4.6000e-01   -1.1058e-05   4.1597e+04
-4.7000e-01   -1.1208e-05   4.1933e+04
-4.8000e-01   -1.1356e-05   4.2270e+04
-4.9000e-01   -1.1506e-05   4.2586e+04
-5.0000e-01   -1.1648e-05   4.2924e+04
