,,,T,V
Record Length,2500,,-0.5,120
Sample Interval,0.002,,-0.498,120
Trigger Point,250,,-0.496,120
,,,-0.494,120
,,,-0.492,140
,,,-0.49,120
Source,CH1,,-0.488,100
Vertical Units,V,,-0.486,120
Vertical Scale,500,,-0.484,100
Vertical Offset,-1120,,-0.482,120
Horizontal Units,s,,-0.48,100
Horizontal Scale,0.5,,-0.478,120
Pt Fmt,Y,,-0.476,120
Yzero,0,,-0.474,120
Probe Atten,1000,,-0.472,100
Model Number,TDS2014C,,-0.47,120
Serial Number,C014547,,-0.468,120
Firmware Version,FV:v24.18 rus,,-0.466,120
,,,-0.464,100
,,,-0.462,120
,,,-0.46,140
,,,-0.458,120
,,,-0.456,120
,,,-0.454,120
,,,-0.452,100
,,,-0.45,100
,,,-0.448,120
,,,-0.446,120
,,,-0.444,140
,,,-0.442,120
,,,-0.44,100
,,,-0.438,140
,,,-0.436,120
,,,-0.434,100
,,,-0.432,120
,,,-0.43,100
,,,-0.428,120
,,,-0.426,120
,,,-0.424,120
,,,-0.422,120
,,,-0.42,120
,,,-0.418,120
,,,-0.416,120
,,,-0.414,100
,,,-0.412,120
,,,-0.41,120
,,,-0.408,120
,,,-0.406,100
,,,-0.404,120
,,,-0.402,120
,,,-0.4,100
,,,-0.398,120
,,,-0.396,120
,,,-0.394,120
,,,-0.392,120
,,,-0.39,100
,,,-0.388,120
,,,-0.386,120
,,,-0.384,120
,,,-0.382,120
,,,-0.38,120
,,,-0.378,120
,,,-0.376,120
,,,-0.374,120
,,,-0.372,120
,,,-0.37,120
,,,-0.368,120
,,,-0.366,120
,,,-0.364,100
,,,-0.362,100
,,,-0.36,100
,,,-0.358,120
,,,-0.356,120
,,,-0.354,100
,,,-0.352,120
,,,-0.35,100
,,,-0.348,120
,,,-0.346,100
,,,-0.344,120
,,,-0.342,100
,,,-0.34,100
,,,-0.338,100
,,,-0.336,100
,,,-0.334,100
,,,-0.332,120
,,,-0.33,120
,,,-0.328,100
,,,-0.326,100
,,,-0.324,100
,,,-0.322,100
,,,-0.32,120
,,,-0.318,100
,,,-0.316,120
,,,-0.314,100
,,,-0.312,100
,,,-0.31,100
,,,-0.308,120
,,,-0.306,100
,,,-0.304,100
,,,-0.302,120
,,,-0.3,100
,,,-0.298,120
,,,-0.296,120
,,,-0.294,100
,,,-0.292,120
,,,-0.29,100
,,,-0.288,100
,,,-0.286,100
,,,-0.284,100
,,,-0.282,100
,,,-0.28,120
,,,-0.278,100
,,,-0.276,100
