  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.675059                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
6.6000e-01   6.8238e-04   9.6720e+02
6.5000e-01   6.7210e-04   9.6711e+02
6.4000e-01   6.6176e-04   9.6712e+02
6.3000e-01   6.5140e-04   9.6714e+02
6.2000e-01   6.4105e-04   9.6717e+02
6.1000e-01   6.3078e-04   9.6706e+02
6.0000e-01   6.2042e-04   9.6709e+02
5.9000e-01   6.1007e-04   9.6711e+02
5.8000e-01   5.9971e-04   9.6713e+02
5.7000e-01   5.8936e-04   9.6715e+02
5.6000e-01   5.7908e-04   9.6706e+02
5.5000e-01   5.6872e-04   9.6708e+02
5.4000e-01   5.5837e-04   9.6711e+02
5.3000e-01   5.4801e-04   9.6714e+02
5.2000e-01   5.3765e-04   9.6717e+02
5.1000e-01   5.2737e-04   9.6707e+02
5.0000e-01   5.1701e-04   9.6710e+02
4.9000e-01   5.0666e-04   9.6713e+02
4.8000e-01   4.9629e-04   9.6718e+02
4.7000e-01   4.8594e-04   9.6721e+02
4.6000e-01   4.7565e-04   9.6709e+02
4.5000e-01   4.6531e-04   9.6710e+02
4.4000e-01   4.5494e-04   9.6715e+02
4.3000e-01   4.4458e-04   9.6720e+02
4.2000e-01   4.3422e-04   9.6724e+02
4.1000e-01   4.2394e-04   9.6712e+02
4.0000e-01   4.1357e-04   9.6718e+02
3.9000e-01   4.0322e-04   9.6722e+02
3.8000e-01   3.9285e-04   9.6728e+02
3.7000e-01   3.8249e-04   9.6734e+02
3.6000e-01   3.7213e-04   9.6740e+02
3.5000e-01   3.6184e-04   9.6729e+02
3.4000e-01   3.5149e-04   9.6732e+02
3.3000e-01   3.4111e-04   9.6742e+02
3.2000e-01   3.3076e-04   9.6747e+02
3.1000e-01   3.2040e-04   9.6755e+02
3.0000e-01   3.1012e-04   9.6738e+02
2.9000e-01   2.9974e-04   9.6750e+02
2.8000e-01   2.8937e-04   9.6761e+02
2.7000e-01   2.7901e-04   9.6772e+02
2.6000e-01   2.6872e-04   9.6754e+02
2.5000e-01   2.5835e-04   9.6766e+02
2.4000e-01   2.4799e-04   9.6777e+02
2.3000e-01   2.3771e-04   9.6758e+02
2.2000e-01   2.2734e-04   9.6772e+02
2.1000e-01   2.1697e-04   9.6787e+02
2.0000e-01   2.0661e-04   9.6801e+02
1.9000e-01   1.9633e-04   9.6778e+02
1.8000e-01   1.8596e-04   9.6794e+02
1.7000e-01   1.7560e-04   9.6811e+02
1.6000e-01   1.6524e-04   9.6829e+02
1.5000e-01   1.5496e-04   9.6801e+02
1.4000e-01   1.4460e-04   9.6816e+02
1.3000e-01   1.3425e-04   9.6836e+02
1.2000e-01   1.2388e-04   9.6868e+02
1.1000e-01   1.1361e-04   9.6827e+02
1.0000e-01   1.0324e-04   9.6863e+02
9.0000e-02   9.2998e-05   9.6777e+02
8.0000e-02   8.2637e-05   9.6808e+02
7.0000e-02   7.2359e-05   9.6740e+02
6.0000e-02   6.1995e-05   9.6782e+02
5.0000e-02   5.1637e-05   9.6829e+02
4.0000e-02   4.1353e-05   9.6728e+02
3.0000e-02   3.1001e-05   9.6772e+02
2.0000e-02   2.0636e-05   9.6916e+02
1.0000e-02   1.0281e-05   9.7262e+02
0.0000e+00   5.0934e-09   0.0000e+00
