  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.648660                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
6.7631e-01 5.0275e+02 4.0042e+00 6.3293e-03 1.0000e+05
6.8566e-01 5.0291e+02 4.2663e+00 6.3288e-03 1.0000e+05
6.9453e-01 5.0287e+02 3.8516e+00 6.3292e-03 1.0000e+05
7.0397e-01 5.0321e+02 3.8067e+00 6.3305e-03 1.0000e+05
7.1278e-01 5.0332e+02 4.0726e+00 6.3304e-03 1.0000e+05
7.2194e-01 5.0325e+02 4.3471e+00 6.3303e-03 1.0000e+05
7.3075e-01 5.0308e+02 3.8544e+00 6.3311e-03 1.0000e+05
7.3970e-01 5.0337e+02 4.1639e+00 6.3313e-03 1.0000e+05
7.4882e-01 5.0379e+02 4.3117e+00 6.3314e-03 1.0000e+05
7.5828e-01 5.0357e+02 3.9994e+00 6.3304e-03 1.0000e+05
7.6707e-01 5.0329e+02 4.0368e+00 6.3295e-03 1.0000e+05
7.7634e-01 5.0355e+02 4.1230e+00 6.3306e-03 1.0000e+05
7.8544e-01 5.0373e+02 3.8754e+00 6.3290e-03 1.0000e+05
7.9422e-01 5.0421e+02 4.0383e+00 6.3321e-03 1.0000e+05
8.0336e-01 5.0395e+02 3.7822e+00 6.3323e-03 1.0000e+05
8.1259e-01 5.0433e+02 3.9903e+00 6.3305e-03 1.0000e+05
8.2170e-01 5.0404e+02 3.9285e+00 6.3312e-03 1.0000e+05
8.3049e-01 5.0417e+02 4.0035e+00 6.3306e-03 1.0000e+05
8.3989e-01 5.0420e+02 4.0188e+00 6.3318e-03 1.0000e+05
8.4874e-01 5.0451e+02 4.1606e+00 6.3317e-03 1.0000e+05
8.5782e-01 5.0433e+02 4.3050e+00 6.3310e-03 1.0000e+05
8.6672e-01 5.0442e+02 4.1114e+00 6.3309e-03 1.0000e+05
8.7617e-01 5.0480e+02 3.9012e+00 6.3320e-03 1.0000e+05
8.8493e-01 5.0466e+02 3.9722e+00 6.3299e-03 1.0000e+05
8.9413e-01 5.0446e+02 3.8792e+00 6.3318e-03 1.0000e+05
9.0395e-01 5.0491e+02 4.2864e+00 6.3314e-03 1.0000e+05
9.1338e-01 5.0502e+02 4.2256e+00 6.3323e-03 1.0000e+05
9.1273e-01 5.0482e+02 4.1136e+00 6.3344e-03 1.0000e+05
9.0424e-01 5.0513e+02 4.1053e+00 6.3326e-03 1.0000e+05
8.9383e-01 5.0450e+02 4.0384e+00 6.3305e-03 1.0000e+05
8.8518e-01 5.0458e+02 4.2473e+00 6.3305e-03 1.0000e+05
8.7575e-01 5.0460e+02 4.3278e+00 6.3316e-03 1.0000e+05
8.6661e-01 5.0465e+02 4.0825e+00 6.3315e-03 1.0000e+05
8.5751e-01 5.0479e+02 3.9753e+00 6.3308e-03 1.0000e+05
8.4857e-01 5.0447e+02 4.3867e+00 6.3316e-03 1.0000e+05
8.3950e-01 5.0477e+02 4.1059e+00 6.3318e-03 1.0000e+05
8.3049e-01 5.0439e+02 3.7289e+00 6.3315e-03 1.0000e+05
8.2140e-01 5.0454e+02 3.8671e+00 6.3312e-03 1.0000e+05
8.1250e-01 5.0453e+02 4.0255e+00 6.3323e-03 1.0000e+05
8.0320e-01 5.0404e+02 3.8034e+00 6.3312e-03 1.0000e+05
7.9431e-01 5.0469e+02 4.0615e+00 6.3316e-03 1.0000e+05
7.8546e-01 5.0435e+02 3.9994e+00 6.3309e-03 1.0000e+05
7.7628e-01 5.0529e+02 3.9300e+00 6.3318e-03 1.0000e+05
7.6735e-01 5.0583e+02 3.8169e+00 6.3323e-03 1.0000e+05
7.5828e-01 5.0583e+02 4.2245e+00 6.3338e-03 1.0000e+05
7.4912e-01 5.0569e+02 4.0363e+00 6.3322e-03 1.0000e+05
7.3997e-01 5.0587e+02 4.1036e+00 6.3330e-03 1.0000e+05
7.3100e-01 5.0579e+02 4.1646e+00 6.3333e-03 1.0000e+05
