  Measurement Number     Measurement type
                   4           CVSweepNew

      Measurement ID             SeriesID
       739662.659158                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.3330e-01 3.1611e+04 -3.0898e+03 6.9580e-03 1.0000e+05
7.4376e-01 3.1540e+04 -3.0896e+03 6.9584e-03 1.0000e+05
7.5386e-01 3.1862e+04 -3.0012e+03 6.9580e-03 1.0000e+05
7.6387e-01 3.2006e+04 -3.1178e+03 6.9591e-03 1.0000e+05
7.7386e-01 3.2027e+04 -3.0883e+03 6.9593e-03 1.0000e+05
7.8342e-01 3.2039e+04 -3.1976e+03 6.9598e-03 1.0000e+05
7.9382e-01 3.2205e+04 -2.9528e+03 6.9586e-03 1.0000e+05
8.0350e-01 3.2267e+04 -3.2171e+03 6.9587e-03 1.0000e+05
8.1357e-01 3.2323e+04 -2.9966e+03 6.9595e-03 1.0000e+05
8.2325e-01 3.2531e+04 -3.2743e+03 6.9592e-03 1.0000e+05
8.3358e-01 3.2472e+04 -3.1603e+03 6.9589e-03 1.0000e+05
8.4362e-01 3.2767e+04 -3.1110e+03 6.9602e-03 1.0000e+05
8.5335e-01 3.3001e+04 -2.9518e+03 6.9591e-03 1.0000e+05
8.6354e-01 3.2955e+04 -3.2621e+03 6.9588e-03 1.0000e+05
8.7357e-01 3.2939e+04 -3.0111e+03 6.9585e-03 1.0000e+05
8.8324e-01 3.3146e+04 -3.0721e+03 6.9601e-03 1.0000e+05
8.9350e-01 3.3072e+04 -3.0862e+03 6.9612e-03 1.0000e+05
9.0327e-01 3.3248e+04 -3.0144e+03 6.9593e-03 1.0000e+05
9.1346e-01 3.3206e+04 -3.2439e+03 6.9593e-03 1.0000e+05
9.2294e-01 3.3344e+04 -3.1298e+03 6.9610e-03 1.0000e+05
9.3323e-01 3.3470e+04 -3.3814e+03 6.9603e-03 1.0000e+05
9.4289e-01 3.3608e+04 -2.9967e+03 6.9605e-03 1.0000e+05
9.5298e-01 3.3556e+04 -3.1151e+03 6.9601e-03 1.0000e+05
9.6312e-01 3.3699e+04 -3.1948e+03 6.9586e-03 1.0000e+05
9.7279e-01 3.3604e+04 -3.1361e+03 6.9600e-03 1.0000e+05
9.8295e-01 3.3778e+04 -2.9658e+03 6.9603e-03 1.0000e+05
9.9389e-01 3.3985e+04 -3.2200e+03 6.9584e-03 1.0000e+05
1.0038e+00 3.3941e+04 -3.0576e+03 6.9588e-03 1.0000e+05
1.0036e+00 3.4152e+04 -3.2595e+03 6.9595e-03 1.0000e+05
9.9393e-01 3.3795e+04 -3.0734e+03 6.9590e-03 1.0000e+05
9.8274e-01 3.3964e+04 -3.3864e+03 6.9587e-03 1.0000e+05
9.7304e-01 3.3868e+04 -3.0502e+03 6.9607e-03 1.0000e+05
9.6300e-01 3.3608e+04 -3.3344e+03 6.9594e-03 1.0000e+05
9.5306e-01 3.3744e+04 -3.0512e+03 6.9593e-03 1.0000e+05
9.4289e-01 3.3489e+04 -3.3108e+03 6.9602e-03 1.0000e+05
9.3332e-01 3.3476e+04 -2.8810e+03 6.9604e-03 1.0000e+05
9.2309e-01 3.3459e+04 -3.1931e+03 6.9588e-03 1.0000e+05
9.1326e-01 3.3462e+04 -3.2083e+03 6.9608e-03 1.0000e+05
9.0317e-01 3.3489e+04 -3.1210e+03 6.9591e-03 1.0000e+05
8.9358e-01 3.3161e+04 -3.0460e+03 6.9590e-03 1.0000e+05
8.8297e-01 3.3198e+04 -3.1835e+03 6.9604e-03 1.0000e+05
8.7362e-01 3.3164e+04 -2.9692e+03 6.9585e-03 1.0000e+05
8.6337e-01 3.3247e+04 -3.2691e+03 6.9608e-03 1.0000e+05
8.5350e-01 3.2779e+04 -2.9731e+03 6.9599e-03 1.0000e+05
8.4338e-01 3.3048e+04 -3.0524e+03 6.9607e-03 1.0000e+05
