  Measurement Number     Measurement type
                   6           CVSweepNew

      Measurement ID             SeriesID
       739662.660442                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3              1000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
9.3335e-01 2.5096e+04 -6.6195e+03 6.9098e-03 1.0000e+06
9.2380e-01 2.4756e+04 -6.6472e+03 6.9098e-03 1.0000e+06
9.1374e-01 2.4726e+04 -6.6960e+03 6.9096e-03 1.0000e+06
9.0343e-01 2.5136e+04 -6.7876e+03 6.9091e-03 1.0000e+06
8.9382e-01 2.5387e+04 -7.0370e+03 6.9098e-03 1.0000e+06
8.8361e-01 2.4563e+04 -7.2349e+03 6.9101e-03 1.0000e+06
8.7394e-01 2.4643e+04 -6.7855e+03 6.9097e-03 1.0000e+06
8.6404e-01 2.4493e+04 -6.8444e+03 6.9102e-03 1.0000e+06
8.5391e-01 2.4478e+04 -7.2173e+03 6.9103e-03 1.0000e+06
8.4396e-01 2.4231e+04 -6.8042e+03 6.9102e-03 1.0000e+06
8.3410e-01 2.4364e+04 -6.7738e+03 6.9088e-03 1.0000e+06
8.2408e-01 2.4069e+04 -6.8165e+03 6.9096e-03 1.0000e+06
8.1400e-01 2.3835e+04 -6.8015e+03 6.9094e-03 1.0000e+06
8.0396e-01 2.3915e+04 -6.8245e+03 6.9099e-03 1.0000e+06
7.9409e-01 2.3958e+04 -7.0119e+03 6.9093e-03 1.0000e+06
7.8426e-01 2.3764e+04 -6.7160e+03 6.9088e-03 1.0000e+06
7.7446e-01 2.3298e+04 -7.1201e+03 6.9088e-03 1.0000e+06
7.6412e-01 2.3670e+04 -7.0225e+03 6.9080e-03 1.0000e+06
7.5410e-01 2.3234e+04 -7.0921e+03 6.9098e-03 1.0000e+06
7.4428e-01 2.3191e+04 -6.9721e+03 6.9092e-03 1.0000e+06
7.3344e-01 2.3051e+04 -6.7275e+03 6.9105e-03 1.0000e+06
7.2355e-01 2.2656e+04 -6.8709e+03 6.9080e-03 1.0000e+06
7.1338e-01 2.2804e+04 -6.8333e+03 6.9075e-03 1.0000e+06
7.0356e-01 2.2682e+04 -6.9334e+03 6.9083e-03 1.0000e+06
6.9339e-01 2.2649e+04 -6.5284e+03 6.9076e-03 1.0000e+06
6.8374e-01 2.2522e+04 -6.7869e+03 6.9079e-03 1.0000e+06
6.7361e-01 2.2287e+04 -6.8134e+03 6.9070e-03 1.0000e+06
6.6350e-01 2.2203e+04 -6.8997e+03 6.9081e-03 1.0000e+06
6.5355e-01 2.1811e+04 -6.7129e+03 6.9089e-03 1.0000e+06
6.4400e-01 2.1919e+04 -6.7074e+03 6.9085e-03 1.0000e+06
6.3392e-01 2.1818e+04 -6.6628e+03 6.9082e-03 1.0000e+06
6.2381e-01 2.1531e+04 -6.5349e+03 6.9094e-03 1.0000e+06
6.1380e-01 2.1663e+04 -6.4580e+03 6.9074e-03 1.0000e+06
6.0377e-01 2.1496e+04 -6.7748e+03 6.9082e-03 1.0000e+06
5.9390e-01 2.0940e+04 -6.6084e+03 6.9074e-03 1.0000e+06
5.8422e-01 2.1319e+04 -6.6174e+03 6.9064e-03 1.0000e+06
5.7678e-01 2.0957e+04 -6.5937e+03 6.9073e-03 1.0000e+06
5.6256e-01 2.0670e+04 -6.8431e+03 6.9080e-03 1.0000e+06
5.5403e-01 2.0365e+04 -6.5834e+03 6.9068e-03 1.0000e+06
5.4414e-01 2.0410e+04 -6.3398e+03 6.9067e-03 1.0000e+06
5.3422e-01 2.0619e+04 -6.4860e+03 6.9076e-03 1.0000e+06
5.2434e-01 2.0235e+04 -6.4323e+03 6.9073e-03 1.0000e+06
5.1437e-01 2.0308e+04 -6.5174e+03 6.9064e-03 1.0000e+06
5.0454e-01 2.0314e+04 -6.4943e+03 6.9057e-03 1.0000e+06
4.9357e-01 1.9842e+04 -6.4146e+03 6.9064e-03 1.0000e+06
4.8371e-01 1.9958e+04 -6.2621e+03 6.9071e-03 1.0000e+06
4.7354e-01 1.9974e+04 -6.5661e+03 6.9044e-03 1.0000e+06
4.6362e-01 1.9576e+04 -6.4691e+03 6.9057e-03 1.0000e+06
4.5410e-01 1.9683e+04 -6.4838e+03 6.9070e-03 1.0000e+06
4.4382e-01 1.9508e+04 -6.4696e+03 6.9066e-03 1.0000e+06
4.3363e-01 1.9348e+04 -6.4461e+03 6.9067e-03 1.0000e+06
4.2366e-01 1.9249e+04 -6.5385e+03 6.9052e-03 1.0000e+06
4.1372e-01 1.9256e+04 -6.1618e+03 6.9059e-03 1.0000e+06
4.0410e-01 1.9083e+04 -6.1900e+03 6.9064e-03 1.0000e+06
3.9419e-01 1.8798e+04 -6.2807e+03 6.9066e-03 1.0000e+06
3.8398e-01 1.9239e+04 -6.0813e+03 6.9045e-03 1.0000e+06
3.7394e-01 1.8520e+04 -6.1264e+03 6.9052e-03 1.0000e+06
3.6424e-01 1.8504e+04 -6.0508e+03 6.9055e-03 1.0000e+06
3.5431e-01 1.8330e+04 -6.0179e+03 6.9046e-03 1.0000e+06
3.4432e-01 1.8328e+04 -6.0103e+03 6.9063e-03 1.0000e+06
