Record Length,Sample Interval,Trigger Point,Source,Vertical Units,Vertical Scale,Vertical Offset,Horizontal Units,Horizontal Scale,Pt Fmt,Yzero,Probe Atten,Model Number,Serial Number,Firmware Version,T,V
,,,,,,,,,,,,,,,-0.46,0
,,,,,,,,,,,,,,,-0.459,20
,,,,,,,,,,,,,,,-0.458,20
,,,,,,,,,,,,,,,-0.457,0
,,,,,,,,,,,,,,,-0.456,20
,,,,,,,,,,,,,,,-0.455,0
,,,,,,,,,,,,,,,-0.454,0
,,,,,,,,,,,,,,,-0.453,0
,,,,,,,,,,,,,,,-0.452,20
,,,,,,,,,,,,,,,-0.451,20
,,,,,,,,,,,,,,,-0.45,20
,,,,,,,,,,,,,,,-0.449,20
,,,,,,,,,,,,,,,-0.448,20
,,,,,,,,,,,,,,,-0.447,0
,,,,,,,,,,,,,,,-0.446,20
,,,,,,,,,,,,,,,-0.445,0
,,,,,,,,,,,,,,,-0.444,20
,,,,,,,,,,,,,,,-0.443,20
,,,,,,,,,,,,,,,-0.442,20
,,,,,,,,,,,,,,,-0.441,0
,,,,,,,,,,,,,,,-0.44,0
,,,,,,,,,,,,,,,-0.439,0
,,,,,,,,,,,,,,,-0.438,20
,,,,,,,,,,,,,,,-0.437,0
,,,,,,,,,,,,,,,-0.436,0
,,,,,,,,,,,,,,,-0.435,20
,,,,,,,,,,,,,,,-0.434,20
,,,,,,,,,,,,,,,-0.433,0
,,,,,,,,,,,,,,,-0.432,0
,,,,,,,,,,,,,,,-0.431,0
,,,,,,,,,,,,,,,-0.43,0
,,,,,,,,,,,,,,,-0.429,0
,,,,,,,,,,,,,,,-0.428,20
,,,,,,,,,,,,,,,-0.427,20
,,,,,,,,,,,,,,,-0.426,0
,,,,,,,,,,,,,,,-0.425,20
,,,,,,,,,,,,,,,-0.424,20
,,,,,,,,,,,,,,,-0.423,20
,,,,,,,,,,,,,,,-0.422,20
,,,,,,,,,,,,,,,-0.421,0
,,,,,,,,,,,,,,,-0.42,20
,,,,,,,,,,,,,,,-0.419,20
,,,,,,,,,,,,,,,-0.418,0
,,,,,,,,,,,,,,,-0.417,20
,,,,,,,,,,,,,,,-0.416,0
,,,,,,,,,,,,,,,-0.415,0
,,,,,,,,,,,,,,,-0.414,0
,,,,,,,,,,,,,,,-0.413,0
,,,,,,,,,,,,,,,-0.412,0
,,,,,,,,,,,,,,,-0.411,20
,,,,,,,,,,,,,,,-0.41,20
,,,,,,,,,,,,,,,-0.409,0
,,,,,,,,,,,,,,,-0.408,0
,,,,,,,,,,,,,,,-0.407,20
,,,,,,,,,,,,,,,-0.406,0
,,,,,,,,,,,,,,,-0.405,0
,,,,,,,,,,,,,,,-0.404,20
,,,,,,,,,,,,,,,-0.403,0
,,,,,,,,,,,,,,,-0.402,0
,,,,,,,,,,,,,,,-0.401,20
,,,,,,,,,,,,,,,-0.4,20
,,,,,,,,,,,,,,,-0.399,20
,,,,,,,,,,,,,,,-0.398,0
,,,,,,,,,,,,,,,-0.397,0
,,,,,,,,,,,,,,,-0.396,20
,,,,,,,,,,,,,,,-0.395,0
,,,,,,,,,,,,,,,-0.394,0
,,,,,,,,,,,,,,,-0.393,0
,,,,,,,,,,,,,,,-0.392,0
,,,,,,,,,,,,,,,-0.391,20
,,,,,,,,,,,,,,,-0.39,20
,,,,,,,,,,,,,,,-0.389,0
,,,,,,,,,,,,,,,-0.388,0
,,,,,,,,,,,,,,,-0.387,0
,,,,,,,,,,,,,,,-0.386,0
,,,,,,,,,,,,,,,-0.385,20
,,,,,,,,,,,,,,,-0.384,20
,,,,,,,,,,,,,,,-0.383,20
,,,,,,,,,,,,,,,-0.382,20
,,,,,,,,,,,,,,,-0.381,20
,,,,,,,,,,,,,,,-0.38,0
,,,,,,,,,,,,,,,-0.379,0
,,,,,,,,,,,,,,,-0.378,0
,,,,,,,,,,,,,,,-0.377,20
,,,,,,,,,,,,,,,-0.376,20
,,,,,,,,,,,,,,,-0.375,0
,,,,,,,,,,,,,,,-0.374,20
,,,,,,,,,,,,,,,-0.373,0
,,,,,,,,,,,,,,,-0.372,0
,,,,,,,,,,,,,,,-0.371,0
,,,,,,,,,,,,,,,-0.37,20
,,,,,,,,,,,,,,,-0.369,0
,,,,,,,,,,,,,,,-0.368,0
,,,,,,,,,,,,,,,-0.367,20
,,,,,,,,,,,,,,,-0.366,0
,,,,,,,,,,,,,,,-0.365,20
,,,,,,,,,,,,,,,-0.364,20
,,,,,,,,,,,,,,,-0.363,20
,,,,,,,,,,,,,,,-0.362,20
,,,,,,,,,,,,,,,-0.361,0
,,,,,,,,,,,,,,,-0.36,20
,,,,,,,,,,,,,,,-0.359,20
,,,,,,,,,,,,,,,-0.358,0
,,,,,,,,,,,,,,,-0.357,0
,,,,,,,,,,,,,,,-0.356,20
,,,,,,,,,,,,,,,-0.355,20
,,,,,,,,,,,,,,,-0.354,0
,,,,,,,,,,,,,,,-0.353,20
,,,,,,,,,,,,,,,-0.352,20
,,,,,,,,,,,,,,,-0.351,0
,,,,,,,,,,,,,,,-0.35,0
,,,,,,,,,,,,,,,-0.349,20
,,,,,,,,,,,,,,,-0.348,20
,,,,,,,,,,,,,,,-0.347,20
,,,,,,,,,,,,,,,-0.346,0
,,,,,,,,,,,,,,,-0.345,0
,,,,,,,,,,,,,,,-0.344,20
,,,,,,,,,,,,,,,-0.343,20
,,,,,,,,,,,,,,,-0.342,20
,,,,,,,,,,,,,,,-0.341,20
,,,,,,,,,,,,,,,-0.34,20
,,,,,,,,,,,,,,,-0.339,0
,,,,,,,,,,,,,,,-0.338,20
,,,,,,,,,,,,,,,-0.337,20
,,,,,,,,,,,,,,,-0.336,20
,,,,,,,,,,,,,,,-0.335,20
,,,,,,,,,,,,,,,-0.334,20
,,,,,,,,,,,,,,,-0.333,20
,,,,,,,,,,,,,,,-0.332,0
,,,,,,,,,,,,,,,-0.331,20
,,,,,,,,,,,,,,,-0.33,0
,,,,,,,,,,,,,,,-0.329,20
,,,,,,,,,,,,,,,-0.328,0
,,,,,,,,,,,,,,,-0.327,20
,,,,,,,,,,,,,,,-0.326,0
,,,,,,,,,,,,,,,-0.325,0
,,,,,,,,,,,,,,,-0.324,0
,,,,,,,,,,,,,,,-0.323,0
,,,,,,,,,,,,,,,-0.322,0
,,,,,,,,,,,,,,,-0.321,20
,,,,,,,,,,,,,,,-0.32,0
,,,,,,,,,,,,,,,-0.319,20
,,,,,,,,,,,,,,,-0.318,20
,,,,,,,,,,,,,,,-0.317,20
,,,,,,,,,,,,,,,-0.316,20
,,,,,,,,,,,,,,,-0.315,20
,,,,,,,,,,,,,,,-0.314,20
,,,,,,,,,,,,,,,-0.313,20
,,,,,,,,,,,,,,,-0.312,0
,,,,,,,,,,,,,,,-0.311,20
,,,,,,,,,,,,,,,-0.31,0
,,,,,,,,,,,,,,,-0.309,20
,,,,,,,,,,,,,,,-0.308,0
,,,,,,,,,,,,,,,-0.307,0
,,,,,,,,,,,,,,,-0.306,20
,,,,,,,,,,,,,,,-0.305,20
,,,,,,,,,,,,,,,-0.304,20
,,,,,,,,,,,,,,,-0.303,20
,,,,,,,,,,,,,,,-0.302,20
,,,,,,,,,,,,,,,-0.301,0
,,,,,,,,,,,,,,,-0.3,0
,,,,,,,,,,,,,,,-0.299,20
,,,,,,,,,,,,,,,-0.298,0
,,,,,,,,,,,,,,,-0.297,0
,,,,,,,,,,,,,,,-0.296,0
,,,,,,,,,,,,,,,-0.295,0
,,,,,,,,,,,,,,,-0.294,20
,,,,,,,,,,,,,,,-0.293,20
,,,,,,,,,,,,,,,-0.292,20
,,,,,,,,,,,,,,,-0.291,20
,,,,,,,,,,,,,,,-0.29,0
,,,,,,,,,,,,,,,-0.289,20
,,,,,,,,,,,,,,,-0.288,20
,,,,,,,,,,,,,,,-0.287,20
,,,,,,,,,,,,,,,-0.286,0
,,,,,,,,,,,,,,,-0.285,0
,,,,,,,,,,,,,,,-0.284,20
,,,,,,,,,,,,,,,-0.283,20
,,,,,,,,,,,,,,,-0.282,0
,,,,,,,,,,,,,,,-0.281,20
,,,,,,,,,,,,,,,-0.28,0
,,,,,,,,,,,,,,,-0.279,20
,,,,,,,,,,,,,,,-0.278,20
,,,,,,,,,,,,,,,-0.277,20
,,,,,,,,,,,,,,,-0.276,0
,,,,,,,,,,,,,,,-0.275,20
,,,,,,,,,,,,,,,-0.274,0
,,,,,,,,,,,,,,,-0.273,0
,,,,,,,,,,,,,,,-0.272,20
,,,,,,,,,,,,,,,-0.271,0
,,,,,,,,,,,,,,,-0.27,0
,,,,,,,,,,,,,,,-0.269,20
,,,,,,,,,,,,,,,-0.268,20
,,,,,,,,,,,,,,,-0.267,20
,,,,,,,,,,,,,,,-0.266,20
,,,,,,,,,,,,,,,-0.265,0
,,,,,,,,,,,,,,,-0.264,0
,,,,,,,,,,,,,,,-0.263,20
,,,,,,,,,,,,,,,-0.262,20
,,,,,,,,,,,,,,,-0.261,0
,,,,,,,,,,,,,,,-0.26,20
,,,,,,,,,,,,,,,-0.259,20
,,,,,,,,,,,,,,,-0.258,0
,,,,,,,,,,,,,,,-0.257,20
,,,,,,,,,,,,,,,-0.256,0
,,,,,,,,,,,,,,,-0.255,0
,,,,,,,,,,,,,,,-0.254,20
,,,,,,,,,,,,,,,-0.253,20
,,,,,,,,,,,,,,,-0.252,0
,,,,,,,,,,,,,,,-0.251,0
,,,,,,,,,,,,,,,-0.25,0
,,,,,,,,,,,,,,,-0.249,0
,,,,,,,,,,,,,,,-0.248,20
,,,,,,,,,,,,,,,-0.247,0
,,,,,,,,,,,,,,,-0.246,0
,,,,,,,,,,,,,,,-0.245,20
,,,,,,,,,,,,,,,-0.244,20
,,,,,,,,,,,,,,,-0.243,20
,,,,,,,,,,,,,,,-0.242,0
,,,,,,,,,,,,,,,-0.241,0
,,,,,,,,,,,,,,,-0.24,20
,,,,,,,,,,,,,,,-0.239,20
,,,,,,,,,,,,,,,-0.238,0
,,,,,,,,,,,,,,,-0.237,20
,,,,,,,,,,,,,,,-0.236,0
,,,,,,,,,,,,,,,-0.235,20
,,,,,,,,,,,,,,,-0.234,20
,,,,,,,,,,,,,,,-0.233,0
,,,,,,,,,,,,,,,-0.232,20
,,,,,,,,,,,,,,,-0.231,20
,,,,,,,,,,,,,,,-0.23,20
,,,,,,,,,,,,,,,-0.229,0
,,,,,,,,,,,,,,,-0.228,20
,,,,,,,,,,,,,,,-0.227,20
,,,,,,,,,,,,,,,-0.226,20
,,,,,,,,,,,,,,,-0.225,20
,,,,,,,,,,,,,,,-0.224,0
,,,,,,,,,,,,,,,-0.223,20
,,,,,,,,,,,,,,,-0.222,20
,,,,,,,,,,,,,,,-0.221,20
,,,,,,,,,,,,,,,-0.22,20
,,,,,,,,,,,,,,,-0.219,20
,,,,,,,,,,,,,,,-0.218,0
,,,,,,,,,,,,,,,-0.217,20
,,,,,,,,,,,,,,,-0.216,0
,,,,,,,,,,,,,,,-0.215,20
,,,,,,,,,,,,,,,-0.214,20
,,,,,,,,,,,,,,,-0.213,0
,,,,,,,,,,,,,,,-0.212,20
,,,,,,,,,,,,,,,-0.211,20
,,,,,,,,,,,,,,,-0.21,0
,,,,,,,,,,,,,,,-0.209,20
,,,,,,,,,,,,,,,-0.208,0
,,,,,,,,,,,,,,,-0.207,0
,,,,,,,,,,,,,,,-0.206,20
,,,,,,,,,,,,,,,-0.205,0
,,,,,,,,,,,,,,,-0.204,20
,,,,,,,,,,,,,,,-0.203,0
,,,,,,,,,,,,,,,-0.202,0
,,,,,,,,,,,,,,,-0.201,0
,,,,,,,,,,,,,,,-0.2,20
,,,,,,,,,,,,,,,-0.199,20
,,,,,,,,,,,,,,,-0.198,20
,,,,,,,,,,,,,,,-0.197,20
,,,,,,,,,,,,,,,-0.196,20
,,,,,,,,,,,,,,,-0.195,0
,,,,,,,,,,,,,,,-0.194,0
,,,,,,,,,,,,,,,-0.193,0
,,,,,,,,,,,,,,,-0.192,20
,,,,,,,,,,,,,,,-0.191,20
,,,,,,,,,,,,,,,-0.19,0
,,,,,,,,,,,,,,,-0.189,0
,,,,,,,,,,,,,,,-0.188,0
,,,,,,,,,,,,,,,-0.187,0
,,,,,,,,,,,,,,,-0.186,20
,,,,,,,,,,,,,,,-0.185,20
,,,,,,,,,,,,,,,-0.184,20
,,,,,,,,,,,,,,,-0.183,0
,,,,,,,,,,,,,,,-0.182,20
,,,,,,,,,,,,,,,-0.181,20
,,,,,,,,,,,,,,,-0.18,0
,,,,,,,,,,,,,,,-0.179,20
,,,,,,,,,,,,,,,-0.178,20
,,,,,,,,,,,,,,,-0.177,0
,,,,,,,,,,,,,,,-0.176,0
,,,,,,,,,,,,,,,-0.175,0
,,,,,,,,,,,,,,,-0.174,20
,,,,,,,,,,,,,,,-0.173,0
,,,,,,,,,,,,,,,-0.172,20
,,,,,,,,,,,,,,,-0.171,0
,,,,,,,,,,,,,,,-0.17,0
,,,,,,,,,,,,,,,-0.169,20
,,,,,,,,,,,,,,,-0.168,0
,,,,,,,,,,,,,,,-0.167,20
,,,,,,,,,,,,,,,-0.166,0
,,,,,,,,,,,,,,,-0.165,20
,,,,,,,,,,,,,,,-0.164,0
,,,,,,,,,,,,,,,-0.163,20
,,,,,,,,,,,,,,,-0.162,20
,,,,,,,,,,,,,,,-0.161,0
,,,,,,,,,,,,,,,-0.16,20
,,,,,,,,,,,,,,,-0.159,0
,,,,,,,,,,,,,,,-0.158,20
,,,,,,,,,,,,,,,-0.157,20
,,,,,,,,,,,,,,,-0.156,0
,,,,,,,,,,,,,,,-0.155,20
,,,,,,,,,,,,,,,-0.154,20
,,,,,,,,,,,,,,,-0.153,20
,,,,,,,,,,,,,,,-0.152,20
,,,,,,,,,,,,,,,-0.151,20
,,,,,,,,,,,,,,,-0.15,20
,,,,,,,,,,,,,,,-0.149,0
,,,,,,,,,,,,,,,-0.148,0
,,,,,,,,,,,,,,,-0.147,0
,,,,,,,,,,,,,,,-0.146,20
,,,,,,,,,,,,,,,-0.145,0
,,,,,,,,,,,,,,,-0.144,0
,,,,,,,,,,,,,,,-0.143,20
,,,,,,,,,,,,,,,-0.142,20
,,,,,,,,,,,,,,,-0.141,0
,,,,,,,,,,,,,,,-0.14,20
,,,,,,,,,,,,,,,-0.139,20
,,,,,,,,,,,,,,,-0.138,20
,,,,,,,,,,,,,,,-0.137,20
,,,,,,,,,,,,,,,-0.136,0
,,,,,,,,,,,,,,,-0.135,0
,,,,,,,,,,,,,,,-0.134,0
,,,,,,,,,,,,,,,-0.133,20
,,,,,,,,,,,,,,,-0.132,0
,,,,,,,,,,,,,,,-0.131,0
,,,,,,,,,,,,,,,-0.13,20
,,,,,,,,,,,,,,,-0.129,20
,,,,,,,,,,,,,,,-0.128,0
,,,,,,,,,,,,,,,-0.127,20
,,,,,,,,,,,,,,,-0.126,20
,,,,,,,,,,,,,,,-0.125,20
,,,,,,,,,,,,,,,-0.124,20
,,,,,,,,,,,,,,,-0.123,20
,,,,,,,,,,,,,,,-0.122,20
,,,,,,,,,,,,,,,-0.121,40
,,,,,,,,,,,,,,,-0.12,40
,,,,,,,,,,,,,,,-0.119,40
,,,,,,,,,,,,,,,-0.118,40
,,,,,,,,,,,,,,,-0.117,40
,,,,,,,,,,,,,,,-0.116,60
,,,,,,,,,,,,,,,-0.115,60
,,,,,,,,,,,,,,,-0.114,80
,,,,,,,,,,,,,,,-0.113,80
,,,,,,,,,,,,,,,-0.112,80
,,,,,,,,,,,,,,,-0.111,80
,,,,,,,,,,,,,,,-0.11,100
,,,,,,,,,,,,,,,-0.109,100
,,,,,,,,,,,,,,,-0.108,120
,,,,,,,,,,,,,,,-0.107,120
,,,,,,,,,,,,,,,-0.106,100
,,,,,,,,,,,,,,,-0.105,120
,,,,,,,,,,,,,,,-0.104,120
,,,,,,,,,,,,,,,-0.103,120
,,,,,,,,,,,,,,,-0.102,140
,,,,,,,,,,,,,,,-0.101,140
,,,,,,,,,,,,,,,-0.1,140
,,,,,,,,,,,,,,,-0.099,160
,,,,,,,,,,,,,,,-0.098,160
,,,,,,,,,,,,,,,-0.097,180
,,,,,,,,,,,,,,,-0.096,180
,,,,,,,,,,,,,,,-0.095,180
,,,,,,,,,,,,,,,-0.094,180
,,,,,,,,,,,,,,,-0.093,200
,,,,,,,,,,,,,,,-0.092,200
,,,,,,,,,,,,,,,-0.091,220
,,,,,,,,,,,,,,,-0.09,220
,,,,,,,,,,,,,,,-0.089,220
,,,,,,,,,,,,,,,-0.088,220
,,,,,,,,,,,,,,,-0.087,220
,,,,,,,,,,,,,,,-0.086,220
,,,,,,,,,,,,,,,-0.085,240
,,,,,,,,,,,,,,,-0.084,240
,,,,,,,,,,,,,,,-0.083,240
,,,,,,,,,,,,,,,-0.082,240
,,,,,,,,,,,,,,,-0.081,260
,,,,,,,,,,,,,,,-0.08,280
,,,,,,,,,,,,,,,-0.079,280
,,,,,,,,,,,,,,,-0.078,280
,,,,,,,,,,,,,,,-0.077,280
,,,,,,,,,,,,,,,-0.076,280
,,,,,,,,,,,,,,,-0.075,280
,,,,,,,,,,,,,,,-0.074,300
,,,,,,,,,,,,,,,-0.073,300
,,,,,,,,,,,,,,,-0.072,320
,,,,,,,,,,,,,,,-0.071,320
,,,,,,,,,,,,,,,-0.07,320
,,,,,,,,,,,,,,,-0.069,320
,,,,,,,,,,,,,,,-0.068,320
,,,,,,,,,,,,,,,-0.067,340
,,,,,,,,,,,,,,,-0.066,340
,,,,,,,,,,,,,,,-0.065,340
,,,,,,,,,,,,,,,-0.064,360
,,,,,,,,,,,,,,,-0.063,360
,,,,,,,,,,,,,,,-0.062,360
,,,,,,,,,,,,,,,-0.061,380
,,,,,,,,,,,,,,,-0.06,380
,,,,,,,,,,,,,,,-0.059,380
,,,,,,,,,,,,,,,-0.058,380
,,,,,,,,,,,,,,,-0.057,380
,,,,,,,,,,,,,,,-0.056,380
,,,,,,,,,,,,,,,-0.055,400
,,,,,,,,,,,,,,,-0.054,420
,,,,,,,,,,,,,,,-0.053,400
,,,,,,,,,,,,,,,-0.052,420
,,,,,,,,,,,,,,,-0.051,420
,,,,,,,,,,,,,,,-0.05,440
,,,,,,,,,,,,,,,-0.049,420
,,,,,,,,,,,,,,,-0.048,440
,,,,,,,,,,,,,,,-0.047,440
,,,,,,,,,,,,,,,-0.046,440
,,,,,,,,,,,,,,,-0.045,460
,,,,,,,,,,,,,,,-0.044,460
,,,,,,,,,,,,,,,-0.043,460
,,,,,,,,,,,,,,,-0.042,460
,,,,,,,,,,,,,,,-0.041,480
,,,,,,,,,,,,,,,-0.04,480
,,,,,,,,,,,,,,,-0.039,480
,,,,,,,,,,,,,,,-0.038,480
,,,,,,,,,,,,,,,-0.037,500
,,,,,,,,,,,,,,,-0.036,500
,,,,,,,,,,,,,,,-0.035,500
,,,,,,,,,,,,,,,-0.034,520
,,,,,,,,,,,,,,,-0.033,500
,,,,,,,,,,,,,,,-0.032,520
,,,,,,,,,,,,,,,-0.031,520
,,,,,,,,,,,,,,,-0.03,520
,,,,,,,,,,,,,,,-0.029,520
,,,,,,,,,,,,,,,-0.028,520
,,,,,,,,,,,,,,,-0.027,540
,,,,,,,,,,,,,,,-0.026,540
,,,,,,,,,,,,,,,-0.025,540
,,,,,,,,,,,,,,,-0.024,540
,,,,,,,,,,,,,,,-0.023,540
,,,,,,,,,,,,,,,-0.022,560
,,,,,,,,,,,,,,,-0.021,560
,,,,,,,,,,,,,,,-0.02,560
,,,,,,,,,,,,,,,-0.019,580
,,,,,,,,,,,,,,,-0.018,580
,,,,,,,,,,,,,,,-0.017,580
,,,,,,,,,,,,,,,-0.016,580
,,,,,,,,,,,,,,,-0.015,580
,,,,,,,,,,,,,,,-0.014,600
,,,,,,,,,,,,,,,-0.013,580
,,,,,,,,,,,,,,,-0.012,600
,,,,,,,,,,,,,,,-0.011,600
,,,,,,,,,,,,,,,-0.01,600
,,,,,,,,,,,,,,,-0.009,620
,,,,,,,,,,,,,,,-0.008,620
,,,,,,,,,,,,,,,-0.007,620
,,,,,,,,,,,,,,,-0.006,620
,,,,,,,,,,,,,,,-0.005,620
,,,,,,,,,,,,,,,-0.004,620
,,,,,,,,,,,,,,,-0.003,620
,,,,,,,,,,,,,,,-0.002,640
,,,,,,,,,,,,,,,-0.001,640
,,,,,,,,,,,,,,,0,640
,,,,,,,,,,,,,,,0.001,640
,,,,,,,,,,,,,,,0.002,640
,,,,,,,,,,,,,,,0.003,660
,,,,,,,,,,,,,,,0.004,660
,,,,,,,,,,,,,,,0.005,660
,,,,,,,,,,,,,,,0.006,640
,,,,,,,,,,,,,,,0.007,680
,,,,,,,,,,,,,,,0.008,660
,,,,,,,,,,,,,,,0.009,680
,,,,,,,,,,,,,,,0.01,680
,,,,,,,,,,,,,,,0.011,680
,,,,,,,,,,,,,,,0.012,680
,,,,,,,,,,,,,,,0.013,700
,,,,,,,,,,,,,,,0.014,700
,,,,,,,,,,,,,,,0.015,700
,,,,,,,,,,,,,,,0.016,700
,,,,,,,,,,,,,,,0.017,700
,,,,,,,,,,,,,,,0.018,700
,,,,,,,,,,,,,,,0.019,720
,,,,,,,,,,,,,,,0.02,720
,,,,,,,,,,,,,,,0.021,720
,,,,,,,,,,,,,,,0.022,720
,,,,,,,,,,,,,,,0.023,720
,,,,,,,,,,,,,,,0.024,720
,,,,,,,,,,,,,,,0.025,740
,,,,,,,,,,,,,,,0.026,720
,,,,,,,,,,,,,,,0.027,740
,,,,,,,,,,,,,,,0.028,740
,,,,,,,,,,,,,,,0.029,740
,,,,,,,,,,,,,,,0.03,760
,,,,,,,,,,,,,,,0.031,740
,,,,,,,,,,,,,,,0.032,760
,,,,,,,,,,,,,,,0.033,760
,,,,,,,,,,,,,,,0.034,760
,,,,,,,,,,,,,,,0.035,760
,,,,,,,,,,,,,,,0.036,760
,,,,,,,,,,,,,,,0.037,780
,,,,,,,,,,,,,,,0.038,780
,,,,,,,,,,,,,,,0.039,780
,,,,,,,,,,,,,,,0.04,800
,,,,,,,,,,,,,,,0.041,780
,,,,,,,,,,,,,,,0.042,800
,,,,,,,,,,,,,,,0.043,780
,,,,,,,,,,,,,,,0.044,800
,,,,,,,,,,,,,,,0.045,780
,,,,,,,,,,,,,,,0.046,800
,,,,,,,,,,,,,,,0.047,800
,,,,,,,,,,,,,,,0.048,800
,,,,,,,,,,,,,,,0.049,820
,,,,,,,,,,,,,,,0.05,820
,,,,,,,,,,,,,,,0.051,820
,,,,,,,,,,,,,,,0.052,820
,,,,,,,,,,,,,,,0.053,820
,,,,,,,,,,,,,,,0.054,820
,,,,,,,,,,,,,,,0.055,820
,,,,,,,,,,,,,,,0.056,820
,,,,,,,,,,,,,,,0.057,820
,,,,,,,,,,,,,,,0.058,840
,,,,,,,,,,,,,,,0.059,840
,,,,,,,,,,,,,,,0.06,840
,,,,,,,,,,,,,,,0.061,840
,,,,,,,,,,,,,,,0.062,860
,,,,,,,,,,,,,,,0.063,840
,,,,,,,,,,,,,,,0.064,840
,,,,,,,,,,,,,,,0.065,860
,,,,,,,,,,,,,,,0.066,860
,,,,,,,,,,,,,,,0.067,860
,,,,,,,,,,,,,,,0.068,880
,,,,,,,,,,,,,,,0.069,880
,,,,,,,,,,,,,,,0.07,860
,,,,,,,,,,,,,,,0.071,860
,,,,,,,,,,,,,,,0.072,860
,,,,,,,,,,,,,,,0.073,880
,,,,,,,,,,,,,,,0.074,880
,,,,,,,,,,,,,,,0.075,880
,,,,,,,,,,,,,,,0.076,880
,,,,,,,,,,,,,,,0.077,880
,,,,,,,,,,,,,,,0.078,880
,,,,,,,,,,,,,,,0.079,900
,,,,,,,,,,,,,,,0.08,900
,,,,,,,,,,,,,,,0.081,880
,,,,,,,,,,,,,,,0.082,900
,,,,,,,,,,,,,,,0.083,900
,,,,,,,,,,,,,,,0.084,900
,,,,,,,,,,,,,,,0.085,920
,,,,,,,,,,,,,,,0.086,900
,,,,,,,,,,,,,,,0.087,920
,,,,,,,,,,,,,,,0.088,900
,,,,,,,,,,,,,,,0.089,900
,,,,,,,,,,,,,,,0.09,920
,,,,,,,,,,,,,,,0.091,920
,,,,,,,,,,,,,,,0.092,920
,,,,,,,,,,,,,,,0.093,920
,,,,,,,,,,,,,,,0.094,920
,,,,,,,,,,,,,,,0.095,920
,,,,,,,,,,,,,,,0.096,920
,,,,,,,,,,,,,,,0.097,940
,,,,,,,,,,,,,,,0.098,940
,,,,,,,,,,,,,,,0.099,940
,,,,,,,,,,,,,,,0.1,940
,,,,,,,,,,,,,,,0.101,940
,,,,,,,,,,,,,,,0.102,940
,,,,,,,,,,,,,,,0.103,940
,,,,,,,,,,,,,,,0.104,940
,,,,,,,,,,,,,,,0.105,940
,,,,,,,,,,,,,,,0.106,960
,,,,,,,,,,,,,,,0.107,940
,,,,,,,,,,,,,,,0.108,960
,,,,,,,,,,,,,,,0.109,960
,,,,,,,,,,,,,,,0.11,960
,,,,,,,,,,,,,,,0.111,960
,,,,,,,,,,,,,,,0.112,960
,,,,,,,,,,,,,,,0.113,980
,,,,,,,,,,,,,,,0.114,960
,,,,,,,,,,,,,,,0.115,980
,,,,,,,,,,,,,,,0.116,980
,,,,,,,,,,,,,,,0.117,980
,,,,,,,,,,,,,,,0.118,980
,,,,,,,,,,,,,,,0.119,980
