  Measurement Number     Measurement type
                   3           CVSweepNew

      Measurement ID             SeriesID
       739662.670235                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.2254e-01 1.1336e+03 4.7420e+01 6.6646e-03 1.0000e+05
7.3224e-01 1.1316e+03 4.7294e+01 6.6642e-03 1.0000e+05
7.4183e-01 1.1285e+03 4.7526e+01 6.6626e-03 1.0000e+05
7.5148e-01 1.1268e+03 4.7352e+01 6.6632e-03 1.0000e+05
7.6049e-01 1.1246e+03 4.7413e+01 6.6617e-03 1.0000e+05
7.7034e-01 1.1228e+03 4.7041e+01 6.6614e-03 1.0000e+05
7.7985e-01 1.1206e+03 4.6875e+01 6.6622e-03 1.0000e+05
7.8957e-01 1.1184e+03 4.7170e+01 6.6599e-03 1.0000e+05
7.9886e-01 1.1173e+03 4.7403e+01 6.6611e-03 1.0000e+05
8.0863e-01 1.1150e+03 4.7234e+01 6.6598e-03 1.0000e+05
8.1810e-01 1.1130e+03 4.6605e+01 6.6579e-03 1.0000e+05
8.2782e-01 1.1118e+03 4.6652e+01 6.6580e-03 1.0000e+05
8.3729e-01 1.1101e+03 4.6400e+01 6.6598e-03 1.0000e+05
8.4684e-01 1.1087e+03 4.6570e+01 6.6598e-03 1.0000e+05
8.5623e-01 1.1066e+03 4.5976e+01 6.6570e-03 1.0000e+05
8.6590e-01 1.1052e+03 4.6554e+01 6.6576e-03 1.0000e+05
8.7558e-01 1.1036e+03 4.6375e+01 6.6564e-03 1.0000e+05
8.8472e-01 1.1030e+03 4.6249e+01 6.6558e-03 1.0000e+05
8.9457e-01 1.1012e+03 4.6683e+01 6.6559e-03 1.0000e+05
9.0381e-01 1.0994e+03 4.6478e+01 6.6561e-03 1.0000e+05
9.1346e-01 1.0988e+03 4.6066e+01 6.6561e-03 1.0000e+05
9.2266e-01 1.0972e+03 4.6245e+01 6.6554e-03 1.0000e+05
9.3288e-01 1.0957e+03 4.6086e+01 6.6547e-03 1.0000e+05
9.4210e-01 1.0944e+03 4.6032e+01 6.6535e-03 1.0000e+05
9.5167e-01 1.0935e+03 4.5867e+01 6.6540e-03 1.0000e+05
9.6197e-01 1.0927e+03 4.6341e+01 6.6550e-03 1.0000e+05
9.7182e-01 1.0918e+03 4.5946e+01 6.6547e-03 1.0000e+05
9.7140e-01 1.0907e+03 4.5877e+01 6.6534e-03 1.0000e+05
9.6209e-01 1.0916e+03 4.6272e+01 6.6544e-03 1.0000e+05
9.5126e-01 1.0939e+03 4.6140e+01 6.6549e-03 1.0000e+05
9.4216e-01 1.0943e+03 4.6407e+01 6.6533e-03 1.0000e+05
9.3243e-01 1.0960e+03 4.6125e+01 6.6555e-03 1.0000e+05
9.2294e-01 1.0973e+03 4.6616e+01 6.6539e-03 1.0000e+05
