  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.669054                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3                 1000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
4.3331e-01 1.2913e+03 -1.3848e+00 6.7299e-03 1.0000e+03
4.2381e-01 1.2995e+03 -6.3547e-01 6.7301e-03 1.0000e+03
4.1434e-01 1.3091e+03 -1.5436e+00 6.7326e-03 1.0000e+03
4.0474e-01 1.3184e+03 -8.3442e-01 6.7334e-03 1.0000e+03
3.9514e-01 1.3295e+03 -1.1203e+00 6.7365e-03 1.0000e+03
3.8554e-01 1.3396e+03 -7.8176e-01 6.7371e-03 1.0000e+03
3.7594e-01 1.3520e+03 -8.9177e-01 6.7408e-03 1.0000e+03
3.6630e-01 1.3638e+03 -1.4509e+00 6.7420e-03 1.0000e+03
3.5668e-01 1.3775e+03 -1.1218e+00 6.7448e-03 1.0000e+03
3.4711e-01 1.3917e+03 -1.2069e+00 6.7466e-03 1.0000e+03
3.3740e-01 1.4075e+03 -1.1234e+00 6.7492e-03 1.0000e+03
3.2778e-01 1.4241e+03 -1.1589e+00 6.7515e-03 1.0000e+03
3.1834e-01 1.4418e+03 -1.2726e+00 6.7554e-03 1.0000e+03
3.0834e-01 1.4623e+03 -1.4877e+00 6.7586e-03 1.0000e+03
2.9881e-01 1.4830e+03 -1.6950e+00 6.7608e-03 1.0000e+03
2.8924e-01 1.5060e+03 -1.1885e+00 6.7649e-03 1.0000e+03
2.7948e-01 1.5322e+03 -1.5104e+00 6.7672e-03 1.0000e+03
2.6988e-01 1.5600e+03 -1.9983e+00 6.7717e-03 1.0000e+03
2.6022e-01 1.5907e+03 -1.9409e+00 6.7762e-03 1.0000e+03
2.5064e-01 1.6247e+03 -1.3941e+00 6.7809e-03 1.0000e+03
2.3981e-01 1.6672e+03 -2.0964e+00 6.7858e-03 1.0000e+03
2.3018e-01 1.7094e+03 -1.8422e+00 6.7904e-03 1.0000e+03
2.2063e-01 1.7575e+03 -2.4573e+00 6.7957e-03 1.0000e+03
2.1084e-01 1.8136e+03 -2.0583e+00 6.8016e-03 1.0000e+03
2.0130e-01 1.8739e+03 -1.7501e+00 6.8069e-03 1.0000e+03
1.9162e-01 1.9458e+03 -2.5586e+00 6.8140e-03 1.0000e+03
1.8155e-01 2.0298e+03 -1.7990e+00 6.8205e-03 1.0000e+03
1.7198e-01 2.1248e+03 -2.3991e+00 6.8292e-03 1.0000e+03
1.6223e-01 2.2368e+03 -2.3600e+00 6.8367e-03 1.0000e+03
1.5247e-01 2.3696e+03 -2.6257e+00 6.8447e-03 1.0000e+03
1.4278e-01 2.5244e+03 -2.7659e+00 6.8532e-03 1.0000e+03
1.3307e-01 2.7102e+03 -4.2856e+00 6.8625e-03 1.0000e+03
1.2300e-01 2.9400e+03 -3.6900e+00 6.8726e-03 1.0000e+03
1.1326e-01 3.2141e+03 -4.0380e+00 6.8825e-03 1.0000e+03
1.0353e-01 3.5496e+03 -4.1581e+00 6.8928e-03 1.0000e+03
9.3600e-02 3.9717e+03 -4.6592e+00 6.9035e-03 1.0000e+03
8.3720e-02 4.4872e+03 -2.1577e+00 6.9113e-03 1.0000e+03
7.3960e-02 5.1309e+03 -2.7200e+00 6.9224e-03 1.0000e+03
6.4232e-02 5.9402e+03 -5.2968e+00 6.9318e-03 1.0000e+03
5.4384e-02 6.9482e+03 -2.7640e+00 6.9406e-03 1.0000e+03
4.4472e-02 8.2019e+03 -2.5929e+00 6.9467e-03 1.0000e+03
3.4736e-02 9.7610e+03 -4.2013e+00 6.9535e-03 1.0000e+03
2.4576e-02 1.1706e+04 9.5367e-01 6.9601e-03 1.0000e+03
1.4800e-02 1.4001e+04 5.7581e+00 6.9652e-03 1.0000e+03
4.9040e-03 1.6712e+04 2.1067e+00 6.9687e-03 1.0000e+03




