,,,T,V
,,,0.502,1520
,,,0.504,1520
,,,0.506,1520
,,,0.508,1540
,,,0.51,1500
,,,0.512,1520
,,,0.514,1520
,,,0.516,1520
,,,0.518,1520
,,,0.52,1520
,,,0.522,1560
,,,0.524,1540
,,,0.526,1540
,,,0.528,1540
,,,0.53,1540
,,,0.532,1540
,,,0.534,1520
,,,0.536,1540
,,,0.538,1560
,,,0.54,1520
,,,0.542,1520
,,,0.544,1540
,,,0.546,1520
,,,0.548,1540
,,,0.55,1540
,,,0.552,1540
,,,0.554,1540
,,,0.556,1520
,,,0.558,1540
,,,0.56,1540
,,,0.562,1560
,,,0.564,1540
,,,0.566,1520
,,,0.568,1540
,,,0.57,1520
,,,0.572,1540
,,,0.574,1540
,,,0.576,1560
,,,0.578,1540
,,,0.58,1520
,,,0.582,1560
,,,0.584,1560
,,,0.586,1560
,,,0.588,1540
,,,0.59,1540
,,,0.592,1540
,,,0.594,1560
,,,0.596,1520
,,,0.598,1540
,,,0.6,1560
,,,0.602,1540
,,,0.604,1560
,,,0.606,1560
,,,0.608,1540
,,,0.61,1560
,,,0.612,1560
,,,0.614,1540
,,,0.616,1560
,,,0.618,1540
,,,0.62,1560
,,,0.622,1540
,,,0.624,1560
,,,0.626,1560
,,,0.628,1540
,,,0.63,1560
,,,0.632,1560
,,,0.634,1560
,,,0.636,1540
,,,0.638,1560
,,,0.64,1560
,,,0.642,1560
,,,0.644,1560
,,,0.646,1560
,,,0.648,1540
,,,0.65,1560
,,,0.652,1560
,,,0.654,1580
,,,0.656,1560
,,,0.658,1560
,,,0.66,1560
,,,0.662,1560
,,,0.664,1560
,,,0.666,1560
,,,0.668,1560
,,,0.67,1580
,,,0.672,1560
,,,0.674,1540
,,,0.676,1560
,,,0.678,1560
,,,0.68,1560
,,,0.682,1560
,,,0.684,1560
,,,0.686,1560
,,,0.688,1560
,,,0.69,1560
,,,0.692,1560
,,,0.694,1580
,,,0.696,1560
,,,0.698,1580
,,,0.7,1580
,,,0.702,1580
,,,0.704,1560
,,,0.706,1540
,,,0.708,1560
,,,0.71,1560
,,,0.712,1560
,,,0.714,1560
,,,0.716,1560
,,,0.718,1560
,,,0.72,1560
,,,0.722,1580
,,,0.724,1560
,,,0.726,1560
,,,0.728,1560
,,,0.73,1560
,,,0.732,1580
,,,0.734,1580
,,,0.736,1560
,,,0.738,1580
,,,0.74,1560
,,,0.742,1580
,,,0.744,1560
,,,0.746,1560
,,,0.748,1560
,,,0.75,1600
,,,0.752,1560
,,,0.754,1580
,,,0.756,1560
,,,0.758,1580
,,,0.76,1560
,,,0.762,1580
,,,0.764,1580
,,,0.766,1580
,,,0.768,1560
,,,0.77,1580
,,,0.772,1560
,,,0.774,1560
,,,0.776,1580
,,,0.778,1560
,,,0.78,1560
,,,0.782,1560
,,,0.784,1560
,,,0.786,1560
,,,0.788,1580
,,,0.79,1560
,,,0.792,1560
,,,0.794,1580
,,,0.796,1580
,,,0.798,1580
,,,0.8,1580
,,,0.802,1560
,,,0.804,1580
,,,0.806,1560
,,,0.808,1560
,,,0.81,1580
,,,0.812,1560
,,,0.814,1580
,,,0.816,1580
,,,0.818,1580
,,,0.82,1560
,,,0.822,1580
,,,0.824,1580
,,,0.826,1580
,,,0.828,1580
,,,0.83,1560
,,,0.832,1580
,,,0.834,1580
,,,0.836,1580
,,,0.838,1580
,,,0.84,1560
,,,0.842,1560
,,,0.844,1580
,,,0.846,1580
,,,0.848,1560
,,,0.85,1580
,,,0.852,1560
,,,0.854,1580
,,,0.856,1560
,,,0.858,1580
,,,0.86,1580
,,,0.862,1600
,,,0.864,1560
,,,0.866,1600
,,,0.868,1580
,,,0.87,1580
,,,0.872,1580
,,,0.874,1580
,,,0.876,1580
,,,0.878,1580
,,,0.88,1560
,,,0.882,1600
,,,0.884,1600
,,,0.886,1580
,,,0.888,1580
,,,0.89,1580
,,,0.892,1580
,,,0.894,1580
,,,0.896,1580
,,,0.898,1580
,,,0.9,1600
,,,0.902,1580
,,,0.904,1580
,,,0.906,1580
,,,0.908,1580
,,,0.91,1580
,,,0.912,1580
,,,0.914,1580
,,,0.916,1600
,,,0.918,1580
,,,0.92,1580
,,,0.922,1560
,,,0.924,1580
,,,0.926,1580
,,,0.928,1580
,,,0.93,1580
,,,0.932,1580
,,,0.934,1580
,,,0.936,1580
,,,0.938,1580
,,,0.94,1580
,,,0.942,1600
,,,0.944,1600
,,,0.946,1580
,,,0.948,1580
,,,0.95,1600
,,,0.952,1580
,,,0.954,1580
,,,0.956,1600
,,,0.958,1580
,,,0.96,1600
,,,0.962,1600
,,,0.964,1580
,,,0.966,1580
,,,0.968,1580
,,,0.97,1580
,,,0.972,1580
,,,0.974,1580
,,,0.976,1560
,,,0.978,1580
,,,0.98,1580
,,,0.982,1580
,,,0.984,1560
,,,0.986,1600
,,,0.988,1580
,,,0.99,1580
,,,0.992,1600
,,,0.994,1580
,,,0.996,1580
,,,0.998,1560
,,,1,1580
,,,1.002,1580
,,,1.004,1580
,,,1.006,1600
,,,1.008,1600
,,,1.01,1580
,,,1.012,1600
,,,1.014,1600
,,,1.016,1580
,,,1.018,1580
,,,1.02,1600
,,,1.022,1580
,,,1.024,1580
,,,1.026,1580
,,,1.028,1580
,,,1.03,1580
,,,1.032,1580
,,,1.034,1580
,,,1.036,1580
,,,1.038,1580
,,,1.04,1580
,,,1.042,1580
,,,1.044,1580
,,,1.046,1560
,,,1.048,1560
,,,1.05,1580
,,,1.052,1600
,,,1.054,1600
,,,1.056,1600
,,,1.058,1580
,,,1.06,1580
,,,1.062,1580
,,,1.064,1580
,,,1.066,1560
,,,1.068,1580
,,,1.07,1580
,,,1.072,1580
,,,1.074,1600
,,,1.076,1580
,,,1.078,1580
,,,1.08,1580
,,,1.082,1580
,,,1.084,1580
,,,1.086,1600
,,,1.088,1600
,,,1.09,1580
,,,1.092,1580
,,,1.094,1600
,,,1.096,1580
,,,1.098,1580
,,,1.1,1580
,,,1.102,1580
,,,1.104,1580
,,,1.106,1600
,,,1.108,1600
,,,1.11,1600
,,,1.112,1580
,,,1.114,1600
,,,1.116,1560
,,,1.118,1580
,,,1.12,1580
,,,1.122,1600
,,,1.124,1600
,,,1.126,1580
,,,1.128,1600
,,,1.13,1580
,,,1.132,1580
,,,1.134,1580
,,,1.136,1580
,,,1.138,1580
,,,1.14,1600
,,,1.142,1600
,,,1.144,1560
,,,1.146,1600
,,,1.148,1580
,,,1.15,1600
,,,1.152,1600
,,,1.154,1600
,,,1.156,1600
,,,1.158,1580
,,,1.16,1580
,,,1.162,1600
,,,1.164,1580
,,,1.166,1560
,,,1.168,1620
,,,1.17,1580
,,,1.172,1580
,,,1.174,1600
,,,1.176,1580
,,,1.178,1580
,,,1.18,1600
,,,1.182,1600
,,,1.184,1580
,,,1.186,1580
,,,1.188,1580
,,,1.19,1600
,,,1.192,1580
,,,1.194,1560
,,,1.196,1600
,,,1.198,1600
,,,1.2,1600
,,,1.202,1600
,,,1.204,1600
,,,1.206,1580
,,,1.208,1560
,,,1.21,1580
,,,1.212,1600
,,,1.214,1600
,,,1.216,1580
,,,1.218,1580
,,,1.22,1580
,,,1.222,1600
,,,1.224,1600
,,,1.226,1580
,,,1.228,1580
,,,1.23,1580
,,,1.232,1580
,,,1.234,1580
,,,1.236,1580
,,,1.238,1580
,,,1.24,1560
,,,1.242,1600
,,,1.244,1580
,,,1.246,1580
,,,1.248,1600
,,,1.25,1580
,,,1.252,1580
,,,1.254,1580
,,,1.256,1600
,,,1.258,1600
,,,1.26,1580
,,,1.262,1600
,,,1.264,1580
,,,1.266,1600
,,,1.268,1580
,,,1.27,1580
,,,1.272,1580
,,,1.274,1580
,,,1.276,1580
,,,1.278,1580
,,,1.28,1600
,,,1.282,1600
,,,1.284,1600
,,,1.286,1600
,,,1.288,1600
,,,1.29,1600
,,,1.292,1580
,,,1.294,1600
,,,1.296,1580
,,,1.298,1600
,,,1.3,1580
,,,1.302,1580
,,,1.304,1600
,,,1.306,1580
,,,1.308,1580
,,,1.31,1600
,,,1.312,1580
,,,1.314,1600
,,,1.316,1580
,,,1.318,1580
,,,1.32,1560
,,,1.322,1600
,,,1.324,1600
,,,1.326,1580
,,,1.328,1560
,,,1.33,1580
,,,1.332,1580
,,,1.334,1600
,,,1.336,1560
,,,1.338,1580
,,,1.34,1600
,,,1.342,1580
,,,1.344,1600
,,,1.346,1580
,,,1.348,1600
,,,1.35,1560
,,,1.352,1600
,,,1.354,1600
,,,1.356,1580
,,,1.358,1600
,,,1.36,1600
,,,1.362,1600
,,,1.364,1600
,,,1.366,1600
,,,1.368,1600
,,,1.37,1600
,,,1.372,1600
,,,1.374,1600
,,,1.376,1580
,,,1.378,1600
,,,1.38,1600
,,,1.382,1580
,,,1.384,1600
,,,1.386,1580
,,,1.388,1580
,,,1.39,1600
,,,1.392,1580
,,,1.394,1600
,,,1.396,1600
,,,1.398,1580
,,,1.4,1600
,,,1.402,1600
,,,1.404,1600
,,,1.406,1600
,,,1.408,1580
,,,1.41,1600
,,,1.412,1600
,,,1.414,1580
,,,1.416,1600
,,,1.418,1580
,,,1.42,1600
,,,1.422,1600
,,,1.424,1580
,,,1.426,1620
,,,1.428,1600
,,,1.43,1580
,,,1.432,1600
,,,1.434,1560
,,,1.436,1600
,,,1.438,1580
,,,1.44,1600
,,,1.442,1600
,,,1.444,1600
,,,1.446,1620
,,,1.448,1600
,,,1.45,1580
,,,1.452,1580
,,,1.454,1600
,,,1.456,1600
,,,1.458,1600
,,,1.46,1600
,,,1.462,1600
,,,1.464,1580
,,,1.466,1600
,,,1.468,1580
,,,1.47,1600
,,,1.472,1580
,,,1.474,1600
,,,1.476,1580
,,,1.478,1600
,,,1.48,1580
,,,1.482,1580
,,,1.484,1600
,,,1.486,1580
,,,1.488,1560
,,,1.49,1580
,,,1.492,1560
,,,1.494,1600
,,,1.496,1600
,,,1.498,1580
,,,1.5,1580
,,,1.502,1600
,,,1.504,1600
,,,1.506,1600
,,,1.508,1600
,,,1.51,1580
,,,1.512,1600
,,,1.514,1600
,,,1.516,1580
,,,1.518,1580
,,,1.52,1620
,,,1.522,1600
,,,1.524,1600
,,,1.526,1600
,,,1.528,1580
,,,1.53,1600
,,,1.532,1580
,,,1.534,1580
,,,1.536,1580
,,,1.538,1580
,,,1.54,1620
,,,1.542,1600
,,,1.544,1600
,,,1.546,1580
,,,1.548,1600
,,,1.55,1600
,,,1.552,1600
,,,1.554,1600
,,,1.556,1600
,,,1.558,1580
,,,1.56,1580
,,,1.562,1600
,,,1.564,1620
,,,1.566,1600
,,,1.568,1600
,,,1.57,1600
,,,1.572,1580
,,,1.574,1600
,,,1.576,1620
,,,1.578,1620
,,,1.58,1580
,,,1.582,1600
,,,1.584,1580
,,,1.586,1600
,,,1.588,1600
,,,1.59,1600
,,,1.592,1580
,,,1.594,1600
,,,1.596,1600
,,,1.598,1580
,,,1.6,1580
,,,1.602,1600
,,,1.604,1600
,,,1.606,1600
,,,1.608,1580
,,,1.61,1600
,,,1.612,1600
,,,1.614,1580
,,,1.616,1580
,,,1.618,1600
,,,1.62,1580
,,,1.622,1600
,,,1.624,1580
,,,1.626,1580
,,,1.628,1600
,,,1.63,1600
,,,1.632,1580
,,,1.634,1600
,,,1.636,1600
,,,1.638,1600
,,,1.64,1600
,,,1.642,1580
,,,1.644,1600
,,,1.646,1600
,,,1.648,1600
,,,1.65,1600
,,,1.652,1600
,,,1.654,1600
,,,1.656,1600
,,,1.658,1580
,,,1.66,1580
,,,1.662,1600
,,,1.664,1600
,,,1.666,1580
,,,1.668,1580
,,,1.67,1600
,,,1.672,1600
,,,1.674,1560
,,,1.676,1580
,,,1.678,1600
,,,1.68,1580
,,,1.682,1600
,,,1.684,1600
,,,1.686,1580
,,,1.688,1600
,,,1.69,1600
,,,1.692,1600
,,,1.694,1600
,,,1.696,1600
,,,1.698,1600
,,,1.7,1600
,,,1.702,1580
,,,1.704,1580
,,,1.706,1580
,,,1.708,1620
,,,1.71,1580
,,,1.712,1600
,,,1.714,1600
,,,1.716,1600
,,,1.718,1600
,,,1.72,1600
,,,1.722,1580
,,,1.724,1600
,,,1.726,1600
,,,1.728,1580
,,,1.73,1580
,,,1.732,1600
,,,1.734,1580
,,,1.736,1600
,,,1.738,1580
,,,1.74,1600
,,,1.742,1560
,,,1.744,1560
,,,1.746,1580
,,,1.748,1600
,,,1.75,1580
,,,1.752,1580
,,,1.754,1600
,,,1.756,1600
,,,1.758,1600
,,,1.76,1600
,,,1.762,1600
,,,1.764,1600
,,,1.766,1620
,,,1.768,1580
,,,1.77,1600
,,,1.772,1580
,,,1.774,1600
,,,1.776,1580
,,,1.778,1580
,,,1.78,1600
,,,1.782,1600
,,,1.784,1600
,,,1.786,1600
,,,1.788,1600
,,,1.79,1600
,,,1.792,1600
,,,1.794,1580
,,,1.796,1600
,,,1.798,1600
,,,1.8,1600
,,,1.802,1600
,,,1.804,1600
,,,1.806,1580
,,,1.808,1600
,,,1.81,1580
,,,1.812,1580
,,,1.814,1580
,,,1.816,1600
,,,1.818,1580
,,,1.82,1600
,,,1.822,1600
,,,1.824,1600
,,,1.826,1620
,,,1.828,1600
,,,1.83,1600
,,,1.832,1620
,,,1.834,1600
,,,1.836,1600
,,,1.838,1580
,,,1.84,1600
,,,1.842,1600
,,,1.844,1600
,,,1.846,1600
,,,1.848,1600
,,,1.85,1600
,,,1.852,1600
,,,1.854,1580
,,,1.856,1600
,,,1.858,1580
,,,1.86,1600
,,,1.862,1600
,,,1.864,1600
,,,1.866,1600
,,,1.868,1600
,,,1.87,1560
,,,1.872,1580
,,,1.874,1580
,,,1.876,1580
,,,1.878,1580
,,,1.88,1580
,,,1.882,1600
,,,1.884,1580
,,,1.886,1600
,,,1.888,1580
,,,1.89,1580
,,,1.892,1580
,,,1.894,1600
,,,1.896,1600
,,,1.898,1620
,,,1.9,1580
,,,1.902,1580
,,,1.904,1600
,,,1.906,1600
,,,1.908,1600
,,,1.91,1600
,,,1.912,1600
,,,1.914,1600
,,,1.916,1580
,,,1.918,1600
,,,1.92,1600
,,,1.922,1600
,,,1.924,1600
,,,1.926,1600
,,,1.928,1600
,,,1.93,1580
,,,1.932,1580
,,,1.934,1580
,,,1.936,1580
,,,1.938,1580
,,,1.94,1600
,,,1.942,1600
,,,1.944,1580
,,,1.946,1580
,,,1.948,1580
,,,1.95,1600
,,,1.952,1600
,,,1.954,1580
,,,1.956,1580
,,,1.958,1580
,,,1.96,1580
,,,1.962,1600
,,,1.964,1580
,,,1.966,1600
,,,1.968,1600
,,,1.97,1600
,,,1.972,1600
,,,1.974,1600
,,,1.976,1600
,,,1.978,1600
,,,1.98,1600
,,,1.982,1580
,,,1.984,1600
,,,1.986,1580
,,,1.988,1580
,,,1.99,1600
,,,1.992,1580
,,,1.994,1580
,,,1.996,1580
,,,1.998,1580
,,,2,1620
,,,2.002,1580
,,,2.004,1580
,,,2.006,1620
,,,2.008,1600
,,,2.01,1580
,,,2.012,1600
,,,2.014,1600
,,,2.016,1580
,,,2.018,1620
,,,2.02,1600
,,,2.022,1600
,,,2.024,1580
,,,2.026,1580
,,,2.028,1580
,,,2.03,1600
,,,2.032,1600
,,,2.034,1600
,,,2.036,1580
,,,2.038,1600
,,,2.04,1580
,,,2.042,1600
,,,2.044,1600
,,,2.046,1580
,,,2.048,1580
,,,2.05,1600
,,,2.052,1600
,,,2.054,1620
,,,2.056,1600
,,,2.058,1600
,,,2.06,1580
,,,2.062,1600
,,,2.064,1600
,,,2.066,1600
,,,2.068,1580
,,,2.07,1600
,,,2.072,1600
,,,2.074,1580
,,,2.076,1580
,,,2.078,1560
,,,2.08,1560
,,,2.082,1600
,,,2.084,1580
,,,2.086,1580
,,,2.088,1600
,,,2.09,1600
,,,2.092,1600
,,,2.094,1580
,,,2.096,1600
,,,2.098,1580
,,,2.1,1580
,,,2.102,1600
,,,2.104,1600
,,,2.106,1600
,,,2.108,1600
,,,2.11,1600
,,,2.112,1600
,,,2.114,1600
,,,2.116,1620
,,,2.118,1600
,,,2.12,1580
,,,2.122,1580
,,,2.124,1580
,,,2.126,1580
,,,2.128,1580
,,,2.13,1580
,,,2.132,1600
,,,2.134,1600
,,,2.136,1600
,,,2.138,1600
,,,2.14,1580
,,,2.142,1620
,,,2.144,1600
,,,2.146,1600
,,,2.148,1600
,,,2.15,1600
,,,2.152,1600
,,,2.154,1600
,,,2.156,1600
,,,2.158,1600
,,,2.16,1580
,,,2.162,1600
,,,2.164,1580
,,,2.166,1600
,,,2.168,1580
,,,2.17,1580
,,,2.172,1580
,,,2.174,1580
,,,2.176,1600
,,,2.178,1600
,,,2.18,1580
,,,2.182,1580
,,,2.184,1560
,,,2.186,1560
,,,2.188,1580
,,,2.19,1560
,,,2.192,1540
,,,2.194,1580
,,,2.196,1560
,,,2.198,1560
,,,2.2,1540
,,,2.202,1540
,,,2.204,1560
,,,2.206,1560
,,,2.208,1540
,,,2.21,1540
,,,2.212,1520
,,,2.214,1520
,,,2.216,1520
,,,2.218,1540
,,,2.22,1520
,,,2.222,1520
,,,2.224,1500
,,,2.226,1520
,,,2.228,1520
,,,2.23,1520
,,,2.232,1500
,,,2.234,1500
,,,2.236,1500
,,,2.238,1500
,,,2.24,1500
,,,2.242,1480
,,,2.244,1480
,,,2.246,1500
,,,2.248,1480
,,,2.25,1500
,,,2.252,1500
,,,2.254,1480
,,,2.256,1500
,,,2.258,1480
,,,2.26,1500
,,,2.262,1500
,,,2.264,1480
,,,2.266,1480
,,,2.268,1480
,,,2.27,1480
,,,2.272,1480
,,,2.274,1480
,,,2.276,1480
,,,2.278,1460
