  Measurement Number     Measurement type
                   3           CVSweepNew

      Measurement ID             SeriesID
       739662.664199                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3               100000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
5.3434e-01 3.4800e+04 -1.0264e+03 6.9572e-03 1.0000e+05
5.2435e-01 3.4836e+04 -1.0810e+03 6.9581e-03 1.0000e+05
5.1446e-01 3.5113e+04 -1.2268e+03 6.9571e-03 1.0000e+05
5.0430e-01 3.5140e+04 -1.0322e+03 6.9575e-03 1.0000e+05
4.9351e-01 3.5301e+04 -1.2034e+03 6.9563e-03 1.0000e+05
4.8357e-01 3.5464e+04 -1.2826e+03 6.9585e-03 1.0000e+05
4.7378e-01 3.5522e+04 -1.1343e+03 6.9580e-03 1.0000e+05
4.6346e-01 3.5717e+04 -1.3034e+03 6.9590e-03 1.0000e+05
4.5401e-01 3.5913e+04 -1.2080e+03 6.9593e-03 1.0000e+05
4.4358e-01 3.5976e+04 -1.2651e+03 6.9578e-03 1.0000e+05
4.3394e-01 3.6141e+04 -1.4123e+03 6.9588e-03 1.0000e+05
4.2365e-01 3.6428e+04 -1.2131e+03 6.9581e-03 1.0000e+05
4.1403e-01 3.6364e+04 -1.3214e+03 6.9586e-03 1.0000e+05
4.0384e-01 3.6653e+04 -1.4294e+03 6.9572e-03 1.0000e+05
3.9423e-01 3.6860e+04 -1.3274e+03 6.9577e-03 1.0000e+05
3.8384e-01 3.6816e+04 -1.4614e+03 6.9597e-03 1.0000e+05
3.7403e-01 3.7273e+04 -1.5132e+03 6.9587e-03 1.0000e+05
3.6404e-01 3.7303e+04 -1.3377e+03 6.9574e-03 1.0000e+05
3.5425e-01 3.7395e+04 -1.5683e+03 6.9583e-03 1.0000e+05
3.4416e-01 3.7778e+04 -1.3822e+03 6.9581e-03 1.0000e+05
3.3418e-01 3.7871e+04 -1.6249e+03 6.9588e-03 1.0000e+05
3.2437e-01 3.7924e+04 -1.6014e+03 6.9574e-03 1.0000e+05
3.1409e-01 3.8163e+04 -1.5685e+03 6.9575e-03 1.0000e+05
3.0430e-01 3.8278e+04 -1.6651e+03 6.9580e-03 1.0000e+05
2.9417e-01 3.8567e+04 -1.7394e+03 6.9578e-03 1.0000e+05
2.8437e-01 3.8682e+04 -1.5783e+03 6.9584e-03 1.0000e+05
2.7445e-01 3.8896e+04 -1.8186e+03 6.9588e-03 1.0000e+05
2.6462e-01 3.9187e+04 -1.7941e+03 6.9586e-03 1.0000e+05
2.5462e-01 3.9429e+04 -1.7038e+03 6.9587e-03 1.0000e+05
2.4350e-01 3.9525e+04 -1.9954e+03 6.9578e-03 1.0000e+05
2.3359e-01 3.9951e+04 -1.8517e+03 6.9579e-03 1.0000e+05
2.2375e-01 3.9983e+04 -1.9456e+03 6.9580e-03 1.0000e+05
2.1349e-01 4.0233e+04 -2.0439e+03 6.9574e-03 1.0000e+05
2.0373e-01 4.0666e+04 -1.9675e+03 6.9586e-03 1.0000e+05
1.9375e-01 4.0670e+04 -2.0410e+03 6.9592e-03 1.0000e+05
1.8379e-01 4.1236e+04 -2.2662e+03 6.9591e-03 1.0000e+05
1.7389e-01 4.1439e+04 -2.0226e+03 6.9595e-03 1.0000e+05
1.6389e-01 4.1425e+04 -2.1176e+03 6.9583e-03 1.0000e+05
1.5390e-01 4.1832e+04 -2.2420e+03 6.9579e-03 1.0000e+05
1.4398e-01 4.1730e+04 -1.9810e+03 6.9594e-03 1.0000e+05
1.3413e-01 4.1827e+04 -2.3833e+03 6.9586e-03 1.0000e+05
1.2391e-01 4.1878e+04 -2.2450e+03 6.9568e-03 1.0000e+05
1.1399e-01 4.1460e+04 -2.0535e+03 6.9601e-03 1.0000e+05
1.0426e-01 4.1046e+04 -2.3701e+03 6.9592e-03 1.0000e+05
9.4184e-02 4.0481e+04 -1.9595e+03 6.9595e-03 1.0000e+05
8.4032e-02 3.9251e+04 -1.8397e+03 6.9595e-03 1.0000e+05
7.4360e-02 3.7589e+04 -1.8460e+03 6.9584e-03 1.0000e+05
6.4216e-02 3.5610e+04 -1.7269e+03 6.9579e-03 1.0000e+05
5.4656e-02 3.3044e+04 -1.2537e+03 6.9572e-03 1.0000e+05
4.4536e-02 3.0118e+04 -1.1465e+03 6.9558e-03 1.0000e+05
3.4920e-02 2.6790e+04 -8.6795e+02 6.9547e-03 1.0000e+05
2.4680e-02 2.3385e+04 -6.5575e+02 6.9534e-03 1.0000e+05
1.4920e-02 2.0054e+04 -4.3327e+02 6.9512e-03 1.0000e+05
4.8960e-03 1.6815e+04 -3.1195e+02 6.9478e-03 1.0000e+05




