  Measurement Number     Measurement type
                   2           CVSweepNew

      Measurement ID             SeriesID
       739662.663079                    0

         MeasureMode                Start                 Stop
                   1                    0                    1

                Step           Sweep mode            Frequency
                0.01                    3              1000000

            AC level                Abort          After abort
                0.01                    0                    1

           Hold time           Delay time      Stop delay time
                   0                    0                    0

  RealMeasuredPoints
                 202

     Voltage   Resistance    Reactance      ACLevel    Frequency
7.3342e-01 2.8860e+04 -5.4508e+03 6.9108e-03 1.0000e+06
7.4415e-01 2.9212e+04 -4.9922e+03 6.9106e-03 1.0000e+06
7.5424e-01 2.9321e+04 -4.7209e+03 6.9088e-03 1.0000e+06
7.6450e-01 2.8939e+04 -5.5690e+03 6.9098e-03 1.0000e+06
7.7427e-01 2.8811e+04 -5.1043e+03 6.9095e-03 1.0000e+06
7.8403e-01 2.8423e+04 -4.8603e+03 6.9093e-03 1.0000e+06
7.9384e-01 2.9103e+04 -5.2918e+03 6.9098e-03 1.0000e+06
8.0406e-01 2.8490e+04 -4.9186e+03 6.9082e-03 1.0000e+06
8.1388e-01 2.8503e+04 -4.6627e+03 6.9098e-03 1.0000e+06
8.2394e-01 2.8528e+04 -4.9679e+03 6.9088e-03 1.0000e+06
8.3406e-01 2.8298e+04 -4.7672e+03 6.9089e-03 1.0000e+06
8.4381e-01 2.9084e+04 -5.6397e+03 6.9109e-03 1.0000e+06
8.5398e-01 2.8656e+04 -4.5901e+03 6.9106e-03 1.0000e+06
8.6391e-01 2.8404e+04 -5.0672e+03 6.9097e-03 1.0000e+06
8.7404e-01 2.8472e+04 -5.2407e+03 6.9081e-03 1.0000e+06
8.8365e-01 2.7694e+04 -5.4082e+03 6.9078e-03 1.0000e+06
8.9362e-01 2.8296e+04 -4.6414e+03 6.9110e-03 1.0000e+06
9.0362e-01 2.7783e+04 -4.2546e+03 6.9086e-03 1.0000e+06
9.1366e-01 2.7903e+04 -4.5913e+03 6.9100e-03 1.0000e+06
9.2354e-01 2.7489e+04 -4.4406e+03 6.9097e-03 1.0000e+06
9.3349e-01 2.7997e+04 -4.8773e+03 6.9092e-03 1.0000e+06
