  Measurement Number     Measurement type
                   1                DC IV

      Measurement ID             SeriesID
       739662.661629                    0

         MeasureMode                Bias1                Bias2
                   2                   -1                    1

                Step  Positive compliance  Negative compliance
                0.01                  0.1                  0.1

  RealMeasuredPoints
                 404

        Bias        Current     Resistance
-1.9000e-01   -6.6911e-05   2.8396e+03
-1.8000e-01   -5.9386e-05   3.0310e+03
-1.7000e-01   -5.2307e-05   3.2501e+03
-1.6000e-01   -4.5664e-05   3.5038e+03
-1.5000e-01   -3.9564e-05   3.7914e+03
-1.4000e-01   -3.3888e-05   4.1312e+03
-1.3000e-01   -2.8711e-05   4.5279e+03
-1.2000e-01   -2.4029e-05   4.9941e+03
-1.1000e-01   -1.9838e-05   5.5448e+03
-1.0000e-01   -1.6133e-05   6.1987e+03
-9.0000e-02   -1.2915e-05   6.9686e+03
-8.0000e-02   -1.0114e-05   7.9096e+03
-7.0000e-02   -7.7256e-06   9.0607e+03
-6.0000e-02   -5.7090e-06   1.0510e+04
-5.0000e-02   -4.0233e-06   1.2428e+04
-4.0000e-02   -2.6344e-06   1.5184e+04
-3.0000e-02   -1.4816e-06   2.0248e+04
-2.0000e-02   -5.3348e-07   3.7490e+04
-1.0000e-02   2.4589e-07   -4.0668e+04
0.0000e+00   8.8948e-07   0.0000e+00
0.0000e+00   9.0063e-07   0.0000e+00
1.0000e-02   1.4354e-06   6.9669e+03
2.0000e-02   1.8910e-06   1.0576e+04
3.0000e-02   2.2841e-06   1.3134e+04
4.0000e-02   2.6296e-06   1.5211e+04
5.0000e-02   2.9374e-06   1.7022e+04
6.0000e-02   3.2218e-06   1.8623e+04
7.0000e-02   3.4888e-06   2.0064e+04
8.0000e-02   3.7402e-06   2.1389e+04
9.0000e-02   3.9849e-06   2.2585e+04
1.0000e-01   4.2246e-06   2.3671e+04
1.1000e-01   4.4602e-06   2.4663e+04
1.2000e-01   4.6924e-06   2.5574e+04
1.3000e-01   4.9249e-06   2.6397e+04
1.4000e-01   5.1584e-06   2.7140e+04
1.5000e-01   5.3919e-06   2.7819e+04
1.6000e-01   5.6252e-06   2.8444e+04
1.7000e-01   5.8612e-06   2.9004e+04
1.8000e-01   6.0987e-06   2.9515e+04
1.9000e-01   6.3375e-06   2.9980e+04
2.0000e-01   6.5762e-06   3.0413e+04
2.1000e-01   6.8191e-06   3.0796e+04
2.2000e-01   7.0636e-06   3.1145e+04
2.3000e-01   7.3094e-06   3.1466e+04
2.4000e-01   7.5552e-06   3.1766e+04
2.5000e-01   7.8042e-06   3.2034e+04
2.6000e-01   8.0546e-06   3.2280e+04
2.7000e-01   8.3045e-06   3.2513e+04
2.8000e-01   8.5588e-06   3.2715e+04
2.9000e-01   8.8144e-06   3.2901e+04
3.0000e-01   9.0707e-06   3.3073e+04
3.1000e-01   9.3268e-06   3.3238e+04
3.2000e-01   9.5870e-06   3.3378e+04
3.3000e-01   9.8477e-06   3.3510e+04
3.4000e-01   1.0112e-05   3.3624e+04
3.5000e-01   1.0376e-05   3.3731e+04
3.6000e-01   1.0639e-05   3.3837e+04
3.7000e-01   1.0906e-05   3.3927e+04
3.8000e-01   1.1174e-05   3.4009e+04
3.9000e-01   1.1444e-05   3.4080e+04
4.0000e-01   1.1719e-05   3.4132e+04
4.1000e-01   1.1992e-05   3.4190e+04
4.2000e-01   1.2262e-05   3.4253e+04
4.3000e-01   1.2537e-05   3.4298e+04
4.4000e-01   1.2811e-05   3.4344e+04
4.5000e-01   1.3088e-05   3.4384e+04
4.6000e-01   1.3366e-05   3.4415e+04
4.7000e-01   1.3643e-05   3.4451e+04
4.8000e-01   1.3922e-05   3.4477e+04
4.9000e-01   1.4206e-05   3.4493e+04
5.0000e-01   1.4488e-05   3.4511e+04
5.1000e-01   1.4772e-05   3.4525e+04
5.2000e-01   1.5054e-05   3.4541e+04
5.3000e-01   1.5342e-05   3.4547e+04
5.4000e-01   1.5629e-05   3.4550e+04
5.5000e-01   1.5918e-05   3.4553e+04
5.6000e-01   1.6209e-05   3.4549e+04
5.7000e-01   1.6497e-05   3.4553e+04
5.8000e-01   1.6789e-05   3.4545e+04
5.9000e-01   1.7083e-05   3.4537e+04
6.0000e-01   1.7378e-05   3.4527e+04
6.1000e-01   1.7675e-05   3.4513e+04
6.2000e-01   1.7968e-05   3.4505e+04
6.3000e-01   1.8266e-05   3.4490e+04
6.4000e-01   1.8566e-05   3.4473e+04
6.5000e-01   1.8865e-05   3.4456e+04
6.6000e-01   1.9164e-05   3.4440e+04
6.7000e-01   1.9465e-05   3.4420e+04
6.8000e-01   1.9769e-05   3.4397e+04
6.9000e-01   2.0072e-05   3.4376e+04
7.0000e-01   2.0376e-05   3.4354e+04
7.1000e-01   2.0683e-05   3.4328e+04
7.2000e-01   2.0990e-05   3.4302e+04
7.3000e-01   2.1299e-05   3.4275e+04
7.4000e-01   2.1605e-05   3.4251e+04
7.5000e-01   2.1915e-05   3.4224e+04
7.6000e-01   2.2226e-05   3.4195e+04
7.7000e-01   2.2538e-05   3.4164e+04
7.8000e-01   2.2849e-05   3.4137e+04
7.9000e-01   2.3163e-05   3.4106e+04
8.0000e-01   2.3479e-05   3.4073e+04
8.1000e-01   2.3796e-05   3.4039e+04
8.2000e-01   2.4110e-05   3.4011e+04
8.3000e-01   2.4428e-05   3.3977e+04
8.4000e-01   2.4747e-05   3.3943e+04
