,,,T,V
,,,0.402,2160
,,,0.404,2140
,,,0.406,2140
,,,0.408,2160
,,,0.41,2160
,,,0.412,2140
,,,0.414,2160
,,,0.416,2140
,,,0.418,2160
,,,0.42,2160
,,,0.422,2160
,,,0.424,2160
,,,0.426,2160
,,,0.428,2180
,,,0.43,2160
,,,0.432,2200
,,,0.434,2180
,,,0.436,2180
,,,0.438,2180
,,,0.44,2180
,,,0.442,2180
,,,0.444,2200
,,,0.446,2180
,,,0.448,2180
,,,0.45,2200
,,,0.452,2180
,,,0.454,2200
,,,0.456,2200
,,,0.458,2200
,,,0.46,2200
,,,0.462,2200
,,,0.464,2220
,,,0.466,2200
,,,0.468,2220
,,,0.47,2220
,,,0.472,2220
,,,0.474,2220
,,,0.476,2200
,,,0.478,2200
,,,0.48,2220
,,,0.482,2220
,,,0.484,2220
,,,0.486,2220
,,,0.488,2220
,,,0.49,2220
,,,0.492,2220
,,,0.494,2220
,,,0.496,2240
,,,0.498,2260
,,,0.5,2240
,,,0.502,2240
,,,0.504,2220
,,,0.506,2240
,,,0.508,2240
,,,0.51,2240
,,,0.512,2240
,,,0.514,2240
,,,0.516,2240
,,,0.518,2240
,,,0.52,2260
,,,0.522,2240
,,,0.524,2240
,,,0.526,2260
,,,0.528,2260
,,,0.53,2260
,,,0.532,2260
,,,0.534,2260
,,,0.536,2240
,,,0.538,2260
,,,0.54,2260
,,,0.542,2260
,,,0.544,2280
,,,0.546,2260
,,,0.548,2280
,,,0.55,2260
,,,0.552,2260
,,,0.554,2280
,,,0.556,2280
,,,0.558,2280
,,,0.56,2260
,,,0.562,2300
,,,0.564,2280
,,,0.566,2300
,,,0.568,2300
,,,0.57,2260
,,,0.572,2280
,,,0.574,2300
,,,0.576,2280
,,,0.578,2280
,,,0.58,2300
,,,0.582,2280
,,,0.584,2300
,,,0.586,2280
,,,0.588,2300
,,,0.59,2300
,,,0.592,2300
,,,0.594,2300
,,,0.596,2300
,,,0.598,2300
,,,0.6,2300
,,,0.602,2300
,,,0.604,2300
,,,0.606,2300
,,,0.608,2300
,,,0.61,2300
,,,0.612,2300
,,,0.614,2300
,,,0.616,2300
,,,0.618,2300
,,,0.62,2300
,,,0.622,2300
,,,0.624,2300
,,,0.626,2300
,,,0.628,2300
,,,0.63,2320
,,,0.632,2300
,,,0.634,2300
,,,0.636,2300
,,,0.638,2320
,,,0.64,2300
,,,0.642,2300
,,,0.644,2300
,,,0.646,2320
,,,0.648,2320
,,,0.65,2300
,,,0.652,2300
,,,0.654,2340
,,,0.656,2300
,,,0.658,2320
,,,0.66,2320
,,,0.662,2320
,,,0.664,2320
,,,0.666,2320
,,,0.668,2320
,,,0.67,2320
,,,0.672,2320
,,,0.674,2300
,,,0.676,2320
,,,0.678,2340
,,,0.68,2340
,,,0.682,2320
,,,0.684,2320
,,,0.686,2320
,,,0.688,2320
,,,0.69,2340
,,,0.692,2320
,,,0.694,2320
,,,0.696,2340
,,,0.698,2340
,,,0.7,2340
,,,0.702,2320
,,,0.704,2320
,,,0.706,2320
,,,0.708,2320
,,,0.71,2340
,,,0.712,2340
,,,0.714,2340
,,,0.716,2340
,,,0.718,2340
,,,0.72,2320
,,,0.722,2320
,,,0.724,2340
,,,0.726,2340
,,,0.728,2320
,,,0.73,2340
,,,0.732,2340
,,,0.734,2320
,,,0.736,2340
,,,0.738,2340
,,,0.74,2340
,,,0.742,2340
,,,0.744,2340
,,,0.746,2320
,,,0.748,2340
,,,0.75,2340
,,,0.752,2340
,,,0.754,2340
,,,0.756,2340
,,,0.758,2340
,,,0.76,2340
,,,0.762,2340
,,,0.764,2340
,,,0.766,2340
,,,0.768,2340
,,,0.77,2340
,,,0.772,2340
,,,0.774,2340
,,,0.776,2340
,,,0.778,2340
,,,0.78,2340
,,,0.782,2340
,,,0.784,2340
,,,0.786,2340
,,,0.788,2340
,,,0.79,2340
,,,0.792,2340
,,,0.794,2340
,,,0.796,2340
,,,0.798,2360
,,,0.8,2340
,,,0.802,2340
,,,0.804,2340
,,,0.806,2340
,,,0.808,2340
,,,0.81,2360
,,,0.812,2340
,,,0.814,2340
,,,0.816,2340
,,,0.818,2340
,,,0.82,2340
,,,0.822,2360
,,,0.824,2340
,,,0.826,2340
,,,0.828,2340
,,,0.83,2340
,,,0.832,2340
,,,0.834,2340
,,,0.836,2340
,,,0.838,2340
,,,0.84,2340
,,,0.842,2340
,,,0.844,2340
,,,0.846,2340
,,,0.848,2340
,,,0.85,2360
,,,0.852,2360
,,,0.854,2340
,,,0.856,2340
,,,0.858,2360
,,,0.86,2340
,,,0.862,2340
,,,0.864,2340
,,,0.866,2340
,,,0.868,2340
,,,0.87,2340
,,,0.872,2340
,,,0.874,2340
,,,0.876,2360
,,,0.878,2340
,,,0.88,2360
,,,0.882,2340
,,,0.884,2340
,,,0.886,2360
,,,0.888,2340
,,,0.89,2340
,,,0.892,2360
,,,0.894,2360
,,,0.896,2340
,,,0.898,2340
,,,0.9,2360
,,,0.902,2360
,,,0.904,2360
,,,0.906,2360
,,,0.908,2360
,,,0.91,2340
,,,0.912,2360
,,,0.914,2360
,,,0.916,2360
,,,0.918,2360
,,,0.92,2360
,,,0.922,2360
,,,0.924,2360
,,,0.926,2340
,,,0.928,2340
,,,0.93,2340
,,,0.932,2360
,,,0.934,2340
,,,0.936,2340
,,,0.938,2360
,,,0.94,2340
,,,0.942,2360
,,,0.944,2360
,,,0.946,2360
,,,0.948,2340
,,,0.95,2380
,,,0.952,2340
,,,0.954,2380
,,,0.956,2360
,,,0.958,2340
,,,0.96,2360
,,,0.962,2360
,,,0.964,2360
,,,0.966,2340
,,,0.968,2360
,,,0.97,2340
,,,0.972,2380
,,,0.974,2340
,,,0.976,2340
,,,0.978,2360
,,,0.98,2360
,,,0.982,2360
,,,0.984,2360
,,,0.986,2360
,,,0.988,2340
,,,0.99,2360
,,,0.992,2340
,,,0.994,2360
,,,0.996,2360
,,,0.998,2360
,,,1,2360
,,,1.002,2360
,,,1.004,2360
,,,1.006,2360
,,,1.008,2360
,,,1.01,2360
,,,1.012,2340
,,,1.014,2360
,,,1.016,2360
,,,1.018,2380
,,,1.02,2340
,,,1.022,2340
,,,1.024,2340
,,,1.026,2360
,,,1.028,2360
,,,1.03,2340
,,,1.032,2360
,,,1.034,2340
,,,1.036,2360
,,,1.038,2380
,,,1.04,2360
,,,1.042,2340
,,,1.044,2360
,,,1.046,2360
,,,1.048,2380
,,,1.05,2360
,,,1.052,2360
,,,1.054,2360
,,,1.056,2360
,,,1.058,2360
,,,1.06,2340
,,,1.062,2360
,,,1.064,2380
,,,1.066,2380
,,,1.068,2360
,,,1.07,2380
,,,1.072,2360
,,,1.074,2360
,,,1.076,2360
,,,1.078,2360
,,,1.08,2360
,,,1.082,2380
,,,1.084,2360
,,,1.086,2380
,,,1.088,2380
,,,1.09,2380
,,,1.092,2360
,,,1.094,2380
,,,1.096,2360
,,,1.098,2360
,,,1.1,2360
,,,1.102,2360
,,,1.104,2360
,,,1.106,2360
,,,1.108,2380
,,,1.11,2360
,,,1.112,2380
,,,1.114,2380
,,,1.116,2360
,,,1.118,2360
,,,1.12,2380
,,,1.122,2360
,,,1.124,2380
,,,1.126,2380
,,,1.128,2360
,,,1.13,2380
,,,1.132,2360
,,,1.134,2360
,,,1.136,2360
,,,1.138,2360
,,,1.14,2380
,,,1.142,2360
,,,1.144,2380
,,,1.146,2380
,,,1.148,2360
,,,1.15,2360
,,,1.152,2380
,,,1.154,2380
,,,1.156,2380
,,,1.158,2360
,,,1.16,2360
,,,1.162,2340
,,,1.164,2380
,,,1.166,2380
,,,1.168,2380
,,,1.17,2360
,,,1.172,2360
,,,1.174,2380
,,,1.176,2380
,,,1.178,2360
,,,1.18,2400
,,,1.182,2380
,,,1.184,2360
,,,1.186,2380
,,,1.188,2360
,,,1.19,2380
,,,1.192,2380
,,,1.194,2380
,,,1.196,2380
,,,1.198,2380
,,,1.2,2400
,,,1.202,2380
,,,1.204,2380
,,,1.206,2360
,,,1.208,2380
,,,1.21,2380
,,,1.212,2360
,,,1.214,2400
,,,1.216,2400
,,,1.218,2360
,,,1.22,2380
,,,1.222,2380
,,,1.224,2380
,,,1.226,2380
,,,1.228,2380
,,,1.23,2380
,,,1.232,2380
,,,1.234,2380
,,,1.236,2380
,,,1.238,2380
,,,1.24,2400
,,,1.242,2360
,,,1.244,2360
,,,1.246,2380
,,,1.248,2380
,,,1.25,2380
,,,1.252,2360
,,,1.254,2380
,,,1.256,2380
,,,1.258,2380
,,,1.26,2380
,,,1.262,2380
,,,1.264,2380
,,,1.266,2400
,,,1.268,2400
,,,1.27,2400
,,,1.272,2380
,,,1.274,2380
,,,1.276,2380
,,,1.278,2380
,,,1.28,2380
,,,1.282,2380
,,,1.284,2380
,,,1.286,2400
,,,1.288,2400
,,,1.29,2400
,,,1.292,2380
,,,1.294,2380
,,,1.296,2380
,,,1.298,2400
,,,1.3,2380
,,,1.302,2400
,,,1.304,2400
,,,1.306,2380
,,,1.308,2380
,,,1.31,2380
,,,1.312,2380
,,,1.314,2380
,,,1.316,2380
,,,1.318,2400
,,,1.32,2380
,,,1.322,2380
,,,1.324,2380
,,,1.326,2380
,,,1.328,2400
,,,1.33,2380
,,,1.332,2380
,,,1.334,2380
,,,1.336,2380
,,,1.338,2360
,,,1.34,2380
,,,1.342,2380
,,,1.344,2400
,,,1.346,2380
,,,1.348,2380
,,,1.35,2380
,,,1.352,2380
,,,1.354,2380
,,,1.356,2380
,,,1.358,2400
,,,1.36,2380
,,,1.362,2380
,,,1.364,2400
,,,1.366,2380
,,,1.368,2380
,,,1.37,2380
,,,1.372,2380
,,,1.374,2360
,,,1.376,2380
,,,1.378,2380
,,,1.38,2380
,,,1.382,2380
,,,1.384,2380
,,,1.386,2380
,,,1.388,2380
,,,1.39,2400
,,,1.392,2380
,,,1.394,2380
,,,1.396,2380
,,,1.398,2380
,,,1.4,2380
,,,1.402,2400
,,,1.404,2400
,,,1.406,2380
,,,1.408,2380
,,,1.41,2380
,,,1.412,2380
,,,1.414,2400
,,,1.416,2360
,,,1.418,2360
,,,1.42,2380
,,,1.422,2380
,,,1.424,2400
,,,1.426,2380
,,,1.428,2360
,,,1.43,2400
,,,1.432,2380
,,,1.434,2360
,,,1.436,2380
,,,1.438,2380
,,,1.44,2380
,,,1.442,2380
,,,1.444,2380
,,,1.446,2360
,,,1.448,2380
,,,1.45,2380
,,,1.452,2380
,,,1.454,2380
,,,1.456,2380
,,,1.458,2380
,,,1.46,2360
,,,1.462,2380
,,,1.464,2400
,,,1.466,2380
,,,1.468,2400
,,,1.47,2380
,,,1.472,2380
,,,1.474,2380
,,,1.476,2380
,,,1.478,2380
,,,1.48,2360
,,,1.482,2380
,,,1.484,2380
,,,1.486,2380
,,,1.488,2380
,,,1.49,2360
,,,1.492,2380
,,,1.494,2380
,,,1.496,2400
,,,1.498,2380
,,,1.5,2360
,,,1.502,2380
,,,1.504,2380
,,,1.506,2380
,,,1.508,2380
,,,1.51,2380
,,,1.512,2380
,,,1.514,2380
,,,1.516,2400
,,,1.518,2380
,,,1.52,2380
,,,1.522,2380
,,,1.524,2380
,,,1.526,2380
,,,1.528,2380
,,,1.53,2400
,,,1.532,2380
,,,1.534,2380
,,,1.536,2360
,,,1.538,2380
,,,1.54,2400
,,,1.542,2380
,,,1.544,2400
,,,1.546,2400
,,,1.548,2360
,,,1.55,2380
,,,1.552,2380
,,,1.554,2380
,,,1.556,2380
,,,1.558,2380
,,,1.56,2380
,,,1.562,2360
,,,1.564,2360
,,,1.566,2400
,,,1.568,2380
,,,1.57,2380
,,,1.572,2400
,,,1.574,2380
,,,1.576,2400
,,,1.578,2400
,,,1.58,2380
,,,1.582,2400
,,,1.584,2380
,,,1.586,2400
,,,1.588,2400
,,,1.59,2380
,,,1.592,2400
,,,1.594,2380
,,,1.596,2400
,,,1.598,2380
,,,1.6,2380
,,,1.602,2380
,,,1.604,2400
,,,1.606,2360
,,,1.608,2380
,,,1.61,2380
,,,1.612,2380
,,,1.614,2400
,,,1.616,2400
,,,1.618,2380
,,,1.62,2380
,,,1.622,2380
,,,1.624,2380
,,,1.626,2400
,,,1.628,2340
,,,1.63,2400
,,,1.632,2400
,,,1.634,2380
,,,1.636,2380
,,,1.638,2380
,,,1.64,2380
,,,1.642,2400
,,,1.644,2400
,,,1.646,2380
,,,1.648,2380
,,,1.65,2380
,,,1.652,2400
,,,1.654,2380
,,,1.656,2400
,,,1.658,2380
,,,1.66,2380
,,,1.662,2380
,,,1.664,2380
,,,1.666,2380
,,,1.668,2400
,,,1.67,2380
,,,1.672,2360
,,,1.674,2400
,,,1.676,2400
,,,1.678,2380
,,,1.68,2400
,,,1.682,2400
,,,1.684,2400
,,,1.686,2380
,,,1.688,2400
,,,1.69,2380
,,,1.692,2380
,,,1.694,2380
,,,1.696,2360
,,,1.698,2360
,,,1.7,2380
,,,1.702,2380
,,,1.704,2380
,,,1.706,2380
,,,1.708,2380
,,,1.71,2400
,,,1.712,2360
,,,1.714,2380
,,,1.716,2380
,,,1.718,2360
,,,1.72,2380
,,,1.722,2360
,,,1.724,2380
,,,1.726,2360
,,,1.728,2380
,,,1.73,2380
,,,1.732,2380
,,,1.734,2380
,,,1.736,2400
,,,1.738,2380
,,,1.74,2380
,,,1.742,2380
,,,1.744,2380
,,,1.746,2380
,,,1.748,2380
,,,1.75,2380
,,,1.752,2380
,,,1.754,2380
,,,1.756,2400
,,,1.758,2380
,,,1.76,2380
,,,1.762,2400
,,,1.764,2380
,,,1.766,2380
,,,1.768,2400
,,,1.77,2380
,,,1.772,2360
,,,1.774,2360
,,,1.776,2360
,,,1.778,2360
,,,1.78,2360
,,,1.782,2340
,,,1.784,2360
,,,1.786,2340
,,,1.788,2340
,,,1.79,2340
,,,1.792,2320
,,,1.794,2320
,,,1.796,2340
,,,1.798,2340
,,,1.8,2340
,,,1.802,2340
,,,1.804,2320
,,,1.806,2300
,,,1.808,2300
,,,1.81,2320
,,,1.812,2300
,,,1.814,2300
,,,1.816,2300
,,,1.818,2300
,,,1.82,2300
,,,1.822,2260
,,,1.824,2300
,,,1.826,2280
,,,1.828,2280
,,,1.83,2280
,,,1.832,2280
,,,1.834,2260
,,,1.836,2280
,,,1.838,2300
,,,1.84,2260
,,,1.842,2260
,,,1.844,2260
,,,1.846,2260
,,,1.848,2240
,,,1.85,2240
,,,1.852,2220
,,,1.854,2240
,,,1.856,2240
,,,1.858,2240
,,,1.86,2220
,,,1.862,2220
,,,1.864,2220
,,,1.866,2200
,,,1.868,2220
,,,1.87,2200
,,,1.872,2200
,,,1.874,2200
,,,1.876,2200
,,,1.878,2200
,,,1.88,2200
,,,1.882,2180
,,,1.884,2200
,,,1.886,2200
,,,1.888,2200
,,,1.89,2200
,,,1.892,2180
,,,1.894,2180
,,,1.896,2180
,,,1.898,2180
,,,1.9,2180
,,,1.902,2200
,,,1.904,2180
,,,1.906,2180
,,,1.908,2160
,,,1.91,2160
,,,1.912,2160
,,,1.914,2160
,,,1.916,2160
,,,1.918,2140
,,,1.92,2160
,,,1.922,2140
,,,1.924,2140
,,,1.926,2160
,,,1.928,2140
,,,1.93,2140
,,,1.932,2140
,,,1.934,2120
,,,1.936,2140
,,,1.938,2120
,,,1.94,2120
,,,1.942,2140
,,,1.944,2120
,,,1.946,2120
,,,1.948,2120
,,,1.95,2100
,,,1.952,2100
,,,1.954,2080
,,,1.956,2120
,,,1.958,2100
,,,1.96,2100
,,,1.962,2100
,,,1.964,2100
,,,1.966,2100
,,,1.968,2080
,,,1.97,2080
,,,1.972,2080
,,,1.974,2080
,,,1.976,2080
,,,1.978,2080
,,,1.98,2080
,,,1.982,2080
,,,1.984,2060
,,,1.986,2060
,,,1.988,2060
,,,1.99,2060
,,,1.992,2060
,,,1.994,2060
,,,1.996,2040
,,,1.998,2060
,,,2,2060
,,,2.002,2060
,,,2.004,2060
,,,2.006,2040
,,,2.008,2040
,,,2.01,2040
,,,2.012,2040
,,,2.014,2040
,,,2.016,2040
,,,2.018,2040
,,,2.02,2020
,,,2.022,2040
,,,2.024,2040
,,,2.026,2040
,,,2.028,2040
,,,2.03,2020
,,,2.032,2000
,,,2.034,2020
,,,2.036,2020
,,,2.038,2000
,,,2.04,2000
,,,2.042,2000
,,,2.044,2000
,,,2.046,1980
,,,2.048,2000
,,,2.05,2000
,,,2.052,1980
,,,2.054,2000
,,,2.056,2000
,,,2.058,1980
,,,2.06,1980
,,,2.062,1980
,,,2.064,1980
,,,2.066,1980
,,,2.068,1980
,,,2.07,1980
,,,2.072,1980
,,,2.074,1980
,,,2.076,1980
,,,2.078,1980
,,,2.08,1960
,,,2.082,1960
,,,2.084,1940
,,,2.086,1960
,,,2.088,1960
,,,2.09,1960
,,,2.092,1960
,,,2.094,1960
,,,2.096,1940
,,,2.098,1940
,,,2.1,1940
,,,2.102,1940
,,,2.104,1940
,,,2.106,1960
,,,2.108,1960
,,,2.11,1940
,,,2.112,1940
,,,2.114,1940
,,,2.116,1920
,,,2.118,1920
,,,2.12,1920
,,,2.122,1920
,,,2.124,1920
,,,2.126,1940
,,,2.128,1920
,,,2.13,1940
,,,2.132,1920
,,,2.134,1920
,,,2.136,1900
,,,2.138,1920
,,,2.14,1920
,,,2.142,1900
,,,2.144,1920
,,,2.146,1880
,,,2.148,1880
,,,2.15,1880
,,,2.152,1880
,,,2.154,1900
,,,2.156,1860
,,,2.158,1880
,,,2.16,1880
,,,2.162,1900
,,,2.164,1860
,,,2.166,1880
,,,2.168,1860
,,,2.17,1880
,,,2.172,1880
,,,2.174,1860
,,,2.176,1880
,,,2.178,1880
,,,2.18,1880
,,,2.182,1860
,,,2.184,1880
,,,2.186,1880
,,,2.188,1840
,,,2.19,1840
,,,2.192,1860
,,,2.194,1840
,,,2.196,1860
,,,2.198,1840
,,,2.2,1840
,,,2.202,1840
,,,2.204,1860
,,,2.206,1840
,,,2.208,1840
,,,2.21,1840
,,,2.212,1840
,,,2.214,1840
,,,2.216,1840
,,,2.218,1840
,,,2.22,1840
,,,2.222,1840
,,,2.224,1840
,,,2.226,1820
,,,2.228,1840
,,,2.23,1840
,,,2.232,1820
,,,2.234,1820
,,,2.236,1840
,,,2.238,1820
,,,2.24,1820
,,,2.242,1800
,,,2.244,1820
,,,2.246,1820
,,,2.248,1800
,,,2.25,1820
,,,2.252,1820
,,,2.254,1800
,,,2.256,1800
,,,2.258,1800
,,,2.26,1800
,,,2.262,1820
,,,2.264,1800
,,,2.266,1800
,,,2.268,1780
,,,2.27,1800
,,,2.272,1800
