Record Length,Sample Interval,Trigger Point,Source,Vertical Units,Vertical Scale,Vertical Offset,Horizontal Units,Horizontal Scale,Pt Fmt,Yzero,Probe Atten,Model Number,Serial Number,Firmware Version,T,V
,,,,,,,,,,,,,,,-0.433,20
,,,,,,,,,,,,,,,-0.432,0
,,,,,,,,,,,,,,,-0.431,20
,,,,,,,,,,,,,,,-0.43,20
,,,,,,,,,,,,,,,-0.429,20
,,,,,,,,,,,,,,,-0.428,20
,,,,,,,,,,,,,,,-0.427,0
,,,,,,,,,,,,,,,-0.426,20
,,,,,,,,,,,,,,,-0.425,20
,,,,,,,,,,,,,,,-0.424,20
,,,,,,,,,,,,,,,-0.423,20
,,,,,,,,,,,,,,,-0.422,0
,,,,,,,,,,,,,,,-0.421,0
,,,,,,,,,,,,,,,-0.42,20
,,,,,,,,,,,,,,,-0.419,20
,,,,,,,,,,,,,,,-0.418,20
,,,,,,,,,,,,,,,-0.417,20
,,,,,,,,,,,,,,,-0.416,20
,,,,,,,,,,,,,,,-0.415,0
,,,,,,,,,,,,,,,-0.414,0
,,,,,,,,,,,,,,,-0.413,20
,,,,,,,,,,,,,,,-0.412,0
,,,,,,,,,,,,,,,-0.411,20
,,,,,,,,,,,,,,,-0.41,20
,,,,,,,,,,,,,,,-0.409,0
,,,,,,,,,,,,,,,-0.408,20
,,,,,,,,,,,,,,,-0.407,20
,,,,,,,,,,,,,,,-0.406,20
,,,,,,,,,,,,,,,-0.405,0
,,,,,,,,,,,,,,,-0.404,20
,,,,,,,,,,,,,,,-0.403,0
,,,,,,,,,,,,,,,-0.402,20
,,,,,,,,,,,,,,,-0.401,20
,,,,,,,,,,,,,,,-0.4,0
,,,,,,,,,,,,,,,-0.399,20
,,,,,,,,,,,,,,,-0.398,20
,,,,,,,,,,,,,,,-0.397,0
,,,,,,,,,,,,,,,-0.396,0
,,,,,,,,,,,,,,,-0.395,0
,,,,,,,,,,,,,,,-0.394,20
,,,,,,,,,,,,,,,-0.393,0
,,,,,,,,,,,,,,,-0.392,20
,,,,,,,,,,,,,,,-0.391,20
,,,,,,,,,,,,,,,-0.39,20
,,,,,,,,,,,,,,,-0.389,0
,,,,,,,,,,,,,,,-0.388,0
,,,,,,,,,,,,,,,-0.387,0
,,,,,,,,,,,,,,,-0.386,0
,,,,,,,,,,,,,,,-0.385,20
,,,,,,,,,,,,,,,-0.384,20
,,,,,,,,,,,,,,,-0.383,20
,,,,,,,,,,,,,,,-0.382,0
,,,,,,,,,,,,,,,-0.381,0
,,,,,,,,,,,,,,,-0.38,0
,,,,,,,,,,,,,,,-0.379,20
,,,,,,,,,,,,,,,-0.378,0
,,,,,,,,,,,,,,,-0.377,0
,,,,,,,,,,,,,,,-0.376,0
,,,,,,,,,,,,,,,-0.375,20
,,,,,,,,,,,,,,,-0.374,20
,,,,,,,,,,,,,,,-0.373,0
,,,,,,,,,,,,,,,-0.372,20
,,,,,,,,,,,,,,,-0.371,20
,,,,,,,,,,,,,,,-0.37,20
,,,,,,,,,,,,,,,-0.369,20
,,,,,,,,,,,,,,,-0.368,20
,,,,,,,,,,,,,,,-0.367,20
,,,,,,,,,,,,,,,-0.366,0
,,,,,,,,,,,,,,,-0.365,20
,,,,,,,,,,,,,,,-0.364,20
,,,,,,,,,,,,,,,-0.363,0
,,,,,,,,,,,,,,,-0.362,0
,,,,,,,,,,,,,,,-0.361,20
,,,,,,,,,,,,,,,-0.36,20
,,,,,,,,,,,,,,,-0.359,0
,,,,,,,,,,,,,,,-0.358,0
,,,,,,,,,,,,,,,-0.357,0
,,,,,,,,,,,,,,,-0.356,0
,,,,,,,,,,,,,,,-0.355,0
,,,,,,,,,,,,,,,-0.354,20
,,,,,,,,,,,,,,,-0.353,0
,,,,,,,,,,,,,,,-0.352,20
,,,,,,,,,,,,,,,-0.351,20
,,,,,,,,,,,,,,,-0.35,0
,,,,,,,,,,,,,,,-0.349,20
,,,,,,,,,,,,,,,-0.348,20
,,,,,,,,,,,,,,,-0.347,20
,,,,,,,,,,,,,,,-0.346,20
,,,,,,,,,,,,,,,-0.345,0
,,,,,,,,,,,,,,,-0.344,0
,,,,,,,,,,,,,,,-0.343,20
,,,,,,,,,,,,,,,-0.342,0
,,,,,,,,,,,,,,,-0.341,20
,,,,,,,,,,,,,,,-0.34,20
,,,,,,,,,,,,,,,-0.339,20
,,,,,,,,,,,,,,,-0.338,0
,,,,,,,,,,,,,,,-0.337,20
,,,,,,,,,,,,,,,-0.336,20
,,,,,,,,,,,,,,,-0.335,20
,,,,,,,,,,,,,,,-0.334,20
,,,,,,,,,,,,,,,-0.333,0
,,,,,,,,,,,,,,,-0.332,0
,,,,,,,,,,,,,,,-0.331,20
,,,,,,,,,,,,,,,-0.33,20
,,,,,,,,,,,,,,,-0.329,20
,,,,,,,,,,,,,,,-0.328,0
,,,,,,,,,,,,,,,-0.327,20
,,,,,,,,,,,,,,,-0.326,20
,,,,,,,,,,,,,,,-0.325,20
,,,,,,,,,,,,,,,-0.324,20
,,,,,,,,,,,,,,,-0.323,0
,,,,,,,,,,,,,,,-0.322,20
,,,,,,,,,,,,,,,-0.321,20
,,,,,,,,,,,,,,,-0.32,0
,,,,,,,,,,,,,,,-0.319,20
,,,,,,,,,,,,,,,-0.318,20
,,,,,,,,,,,,,,,-0.317,20
,,,,,,,,,,,,,,,-0.316,0
,,,,,,,,,,,,,,,-0.315,20
,,,,,,,,,,,,,,,-0.314,20
,,,,,,,,,,,,,,,-0.313,20
,,,,,,,,,,,,,,,-0.312,0
,,,,,,,,,,,,,,,-0.311,0
,,,,,,,,,,,,,,,-0.31,0
,,,,,,,,,,,,,,,-0.309,20
,,,,,,,,,,,,,,,-0.308,20
,,,,,,,,,,,,,,,-0.307,20
,,,,,,,,,,,,,,,-0.306,0
,,,,,,,,,,,,,,,-0.305,20
,,,,,,,,,,,,,,,-0.304,20
,,,,,,,,,,,,,,,-0.303,20
,,,,,,,,,,,,,,,-0.302,0
,,,,,,,,,,,,,,,-0.301,20
,,,,,,,,,,,,,,,-0.3,20
,,,,,,,,,,,,,,,-0.299,20
,,,,,,,,,,,,,,,-0.298,20
,,,,,,,,,,,,,,,-0.297,20
,,,,,,,,,,,,,,,-0.296,20
,,,,,,,,,,,,,,,-0.295,0
,,,,,,,,,,,,,,,-0.294,20
,,,,,,,,,,,,,,,-0.293,20
,,,,,,,,,,,,,,,-0.292,0
,,,,,,,,,,,,,,,-0.291,20
,,,,,,,,,,,,,,,-0.29,20
,,,,,,,,,,,,,,,-0.289,20
,,,,,,,,,,,,,,,-0.288,20
,,,,,,,,,,,,,,,-0.287,0
,,,,,,,,,,,,,,,-0.286,0
,,,,,,,,,,,,,,,-0.285,20
,,,,,,,,,,,,,,,-0.284,0
,,,,,,,,,,,,,,,-0.283,20
,,,,,,,,,,,,,,,-0.282,20
,,,,,,,,,,,,,,,-0.281,0
,,,,,,,,,,,,,,,-0.28,0
,,,,,,,,,,,,,,,-0.279,0
,,,,,,,,,,,,,,,-0.278,20
,,,,,,,,,,,,,,,-0.277,0
,,,,,,,,,,,,,,,-0.276,20
,,,,,,,,,,,,,,,-0.275,20
,,,,,,,,,,,,,,,-0.274,20
,,,,,,,,,,,,,,,-0.273,20
,,,,,,,,,,,,,,,-0.272,20
,,,,,,,,,,,,,,,-0.271,0
,,,,,,,,,,,,,,,-0.27,20
,,,,,,,,,,,,,,,-0.269,0
,,,,,,,,,,,,,,,-0.268,20
,,,,,,,,,,,,,,,-0.267,0
,,,,,,,,,,,,,,,-0.266,20
,,,,,,,,,,,,,,,-0.265,20
,,,,,,,,,,,,,,,-0.264,0
,,,,,,,,,,,,,,,-0.263,0
,,,,,,,,,,,,,,,-0.262,20
,,,,,,,,,,,,,,,-0.261,20
,,,,,,,,,,,,,,,-0.26,20
,,,,,,,,,,,,,,,-0.259,0
,,,,,,,,,,,,,,,-0.258,20
,,,,,,,,,,,,,,,-0.257,0
,,,,,,,,,,,,,,,-0.256,20
,,,,,,,,,,,,,,,-0.255,20
,,,,,,,,,,,,,,,-0.254,20
,,,,,,,,,,,,,,,-0.253,20
,,,,,,,,,,,,,,,-0.252,20
,,,,,,,,,,,,,,,-0.251,20
,,,,,,,,,,,,,,,-0.25,20
,,,,,,,,,,,,,,,-0.249,20
,,,,,,,,,,,,,,,-0.248,20
,,,,,,,,,,,,,,,-0.247,20
,,,,,,,,,,,,,,,-0.246,0
,,,,,,,,,,,,,,,-0.245,0
,,,,,,,,,,,,,,,-0.244,0
,,,,,,,,,,,,,,,-0.243,0
,,,,,,,,,,,,,,,-0.242,20
,,,,,,,,,,,,,,,-0.241,0
,,,,,,,,,,,,,,,-0.24,0
,,,,,,,,,,,,,,,-0.239,0
,,,,,,,,,,,,,,,-0.238,20
,,,,,,,,,,,,,,,-0.237,20
,,,,,,,,,,,,,,,-0.236,0
,,,,,,,,,,,,,,,-0.235,20
,,,,,,,,,,,,,,,-0.234,0
,,,,,,,,,,,,,,,-0.233,20
,,,,,,,,,,,,,,,-0.232,20
,,,,,,,,,,,,,,,-0.231,20
,,,,,,,,,,,,,,,-0.23,0
,,,,,,,,,,,,,,,-0.229,20
,,,,,,,,,,,,,,,-0.228,0
,,,,,,,,,,,,,,,-0.227,20
,,,,,,,,,,,,,,,-0.226,0
,,,,,,,,,,,,,,,-0.225,20
,,,,,,,,,,,,,,,-0.224,20
,,,,,,,,,,,,,,,-0.223,20
,,,,,,,,,,,,,,,-0.222,0
,,,,,,,,,,,,,,,-0.221,20
,,,,,,,,,,,,,,,-0.22,20
,,,,,,,,,,,,,,,-0.219,0
,,,,,,,,,,,,,,,-0.218,0
,,,,,,,,,,,,,,,-0.217,0
,,,,,,,,,,,,,,,-0.216,0
,,,,,,,,,,,,,,,-0.215,20
,,,,,,,,,,,,,,,-0.214,0
,,,,,,,,,,,,,,,-0.213,20
,,,,,,,,,,,,,,,-0.212,0
,,,,,,,,,,,,,,,-0.211,20
,,,,,,,,,,,,,,,-0.21,20
,,,,,,,,,,,,,,,-0.209,20
,,,,,,,,,,,,,,,-0.208,20
,,,,,,,,,,,,,,,-0.207,20
,,,,,,,,,,,,,,,-0.206,20
,,,,,,,,,,,,,,,-0.205,20
,,,,,,,,,,,,,,,-0.204,20
,,,,,,,,,,,,,,,-0.203,20
,,,,,,,,,,,,,,,-0.202,20
,,,,,,,,,,,,,,,-0.201,20
,,,,,,,,,,,,,,,-0.2,0
,,,,,,,,,,,,,,,-0.199,20
,,,,,,,,,,,,,,,-0.198,20
,,,,,,,,,,,,,,,-0.197,20
,,,,,,,,,,,,,,,-0.196,0
,,,,,,,,,,,,,,,-0.195,0
,,,,,,,,,,,,,,,-0.194,20
,,,,,,,,,,,,,,,-0.193,20
,,,,,,,,,,,,,,,-0.192,20
,,,,,,,,,,,,,,,-0.191,20
,,,,,,,,,,,,,,,-0.19,20
,,,,,,,,,,,,,,,-0.189,20
,,,,,,,,,,,,,,,-0.188,0
,,,,,,,,,,,,,,,-0.187,0
,,,,,,,,,,,,,,,-0.186,20
,,,,,,,,,,,,,,,-0.185,20
,,,,,,,,,,,,,,,-0.184,20
,,,,,,,,,,,,,,,-0.183,0
,,,,,,,,,,,,,,,-0.182,0
,,,,,,,,,,,,,,,-0.181,20
,,,,,,,,,,,,,,,-0.18,20
,,,,,,,,,,,,,,,-0.179,0
,,,,,,,,,,,,,,,-0.178,20
,,,,,,,,,,,,,,,-0.177,20
,,,,,,,,,,,,,,,-0.176,20
,,,,,,,,,,,,,,,-0.175,0
,,,,,,,,,,,,,,,-0.174,20
,,,,,,,,,,,,,,,-0.173,0
,,,,,,,,,,,,,,,-0.172,20
,,,,,,,,,,,,,,,-0.171,20
,,,,,,,,,,,,,,,-0.17,20
,,,,,,,,,,,,,,,-0.169,20
,,,,,,,,,,,,,,,-0.168,20
,,,,,,,,,,,,,,,-0.167,20
,,,,,,,,,,,,,,,-0.166,20
,,,,,,,,,,,,,,,-0.165,0
,,,,,,,,,,,,,,,-0.164,0
,,,,,,,,,,,,,,,-0.163,20
,,,,,,,,,,,,,,,-0.162,0
,,,,,,,,,,,,,,,-0.161,20
,,,,,,,,,,,,,,,-0.16,0
,,,,,,,,,,,,,,,-0.159,20
,,,,,,,,,,,,,,,-0.158,20
,,,,,,,,,,,,,,,-0.157,20
,,,,,,,,,,,,,,,-0.156,0
,,,,,,,,,,,,,,,-0.155,0
,,,,,,,,,,,,,,,-0.154,20
,,,,,,,,,,,,,,,-0.153,0
,,,,,,,,,,,,,,,-0.152,20
,,,,,,,,,,,,,,,-0.151,0
,,,,,,,,,,,,,,,-0.15,0
,,,,,,,,,,,,,,,-0.149,20
,,,,,,,,,,,,,,,-0.148,20
,,,,,,,,,,,,,,,-0.147,20
,,,,,,,,,,,,,,,-0.146,20
,,,,,,,,,,,,,,,-0.145,0
,,,,,,,,,,,,,,,-0.144,0
,,,,,,,,,,,,,,,-0.143,0
,,,,,,,,,,,,,,,-0.142,20
,,,,,,,,,,,,,,,-0.141,0
,,,,,,,,,,,,,,,-0.14,20
,,,,,,,,,,,,,,,-0.139,0
,,,,,,,,,,,,,,,-0.138,0
,,,,,,,,,,,,,,,-0.137,20
,,,,,,,,,,,,,,,-0.136,20
,,,,,,,,,,,,,,,-0.135,20
,,,,,,,,,,,,,,,-0.134,0
,,,,,,,,,,,,,,,-0.133,20
,,,,,,,,,,,,,,,-0.132,20
,,,,,,,,,,,,,,,-0.131,0
,,,,,,,,,,,,,,,-0.13,20
,,,,,,,,,,,,,,,-0.129,20
,,,,,,,,,,,,,,,-0.128,20
,,,,,,,,,,,,,,,-0.127,20
,,,,,,,,,,,,,,,-0.126,20
,,,,,,,,,,,,,,,-0.125,0
,,,,,,,,,,,,,,,-0.124,0
,,,,,,,,,,,,,,,-0.123,20
,,,,,,,,,,,,,,,-0.122,20
,,,,,,,,,,,,,,,-0.121,20
,,,,,,,,,,,,,,,-0.12,20
,,,,,,,,,,,,,,,-0.119,20
,,,,,,,,,,,,,,,-0.118,0
,,,,,,,,,,,,,,,-0.117,0
,,,,,,,,,,,,,,,-0.116,0
,,,,,,,,,,,,,,,-0.115,20
,,,,,,,,,,,,,,,-0.114,0
,,,,,,,,,,,,,,,-0.113,0
,,,,,,,,,,,,,,,-0.112,20
,,,,,,,,,,,,,,,-0.111,20
,,,,,,,,,,,,,,,-0.11,20
,,,,,,,,,,,,,,,-0.109,20
,,,,,,,,,,,,,,,-0.108,40
,,,,,,,,,,,,,,,-0.107,20
,,,,,,,,,,,,,,,-0.106,20
,,,,,,,,,,,,,,,-0.105,40
,,,,,,,,,,,,,,,-0.104,40
,,,,,,,,,,,,,,,-0.103,60
,,,,,,,,,,,,,,,-0.102,60
,,,,,,,,,,,,,,,-0.101,60
,,,,,,,,,,,,,,,-0.1,60
,,,,,,,,,,,,,,,-0.099,60
,,,,,,,,,,,,,,,-0.098,80
,,,,,,,,,,,,,,,-0.097,80
,,,,,,,,,,,,,,,-0.096,100
,,,,,,,,,,,,,,,-0.095,120
,,,,,,,,,,,,,,,-0.094,120
,,,,,,,,,,,,,,,-0.093,120
,,,,,,,,,,,,,,,-0.092,120
,,,,,,,,,,,,,,,-0.091,120
,,,,,,,,,,,,,,,-0.09,140
,,,,,,,,,,,,,,,-0.089,140
,,,,,,,,,,,,,,,-0.088,140
,,,,,,,,,,,,,,,-0.087,160
,,,,,,,,,,,,,,,-0.086,160
,,,,,,,,,,,,,,,-0.085,180
,,,,,,,,,,,,,,,-0.084,180
,,,,,,,,,,,,,,,-0.083,180
,,,,,,,,,,,,,,,-0.082,200
,,,,,,,,,,,,,,,-0.081,180
,,,,,,,,,,,,,,,-0.08,200
,,,,,,,,,,,,,,,-0.079,200
,,,,,,,,,,,,,,,-0.078,200
,,,,,,,,,,,,,,,-0.077,220
,,,,,,,,,,,,,,,-0.076,220
,,,,,,,,,,,,,,,-0.075,240
,,,,,,,,,,,,,,,-0.074,260
,,,,,,,,,,,,,,,-0.073,240
,,,,,,,,,,,,,,,-0.072,260
,,,,,,,,,,,,,,,-0.071,260
,,,,,,,,,,,,,,,-0.07,260
,,,,,,,,,,,,,,,-0.069,280
,,,,,,,,,,,,,,,-0.068,280
,,,,,,,,,,,,,,,-0.067,280
,,,,,,,,,,,,,,,-0.066,300
,,,,,,,,,,,,,,,-0.065,300
,,,,,,,,,,,,,,,-0.064,300
,,,,,,,,,,,,,,,-0.063,300
,,,,,,,,,,,,,,,-0.062,300
,,,,,,,,,,,,,,,-0.061,320
,,,,,,,,,,,,,,,-0.06,320
,,,,,,,,,,,,,,,-0.059,340
,,,,,,,,,,,,,,,-0.058,320
,,,,,,,,,,,,,,,-0.057,340
,,,,,,,,,,,,,,,-0.056,340
,,,,,,,,,,,,,,,-0.055,360
,,,,,,,,,,,,,,,-0.054,360
,,,,,,,,,,,,,,,-0.053,380
,,,,,,,,,,,,,,,-0.052,380
,,,,,,,,,,,,,,,-0.051,380
,,,,,,,,,,,,,,,-0.05,380
,,,,,,,,,,,,,,,-0.049,400
,,,,,,,,,,,,,,,-0.048,400
,,,,,,,,,,,,,,,-0.047,400
,,,,,,,,,,,,,,,-0.046,420
,,,,,,,,,,,,,,,-0.045,420
,,,,,,,,,,,,,,,-0.044,420
,,,,,,,,,,,,,,,-0.043,420
,,,,,,,,,,,,,,,-0.042,420
,,,,,,,,,,,,,,,-0.041,440
,,,,,,,,,,,,,,,-0.04,440
,,,,,,,,,,,,,,,-0.039,440
,,,,,,,,,,,,,,,-0.038,460
,,,,,,,,,,,,,,,-0.037,480
,,,,,,,,,,,,,,,-0.036,460
,,,,,,,,,,,,,,,-0.035,480
,,,,,,,,,,,,,,,-0.034,480
,,,,,,,,,,,,,,,-0.033,480
,,,,,,,,,,,,,,,-0.032,500
,,,,,,,,,,,,,,,-0.031,480
,,,,,,,,,,,,,,,-0.03,500
,,,,,,,,,,,,,,,-0.029,500
,,,,,,,,,,,,,,,-0.028,520
,,,,,,,,,,,,,,,-0.027,520
,,,,,,,,,,,,,,,-0.026,520
,,,,,,,,,,,,,,,-0.025,540
,,,,,,,,,,,,,,,-0.024,540
,,,,,,,,,,,,,,,-0.023,540
,,,,,,,,,,,,,,,-0.022,520
,,,,,,,,,,,,,,,-0.021,560
,,,,,,,,,,,,,,,-0.02,560
,,,,,,,,,,,,,,,-0.019,560
,,,,,,,,,,,,,,,-0.018,580
,,,,,,,,,,,,,,,-0.017,580
,,,,,,,,,,,,,,,-0.016,560
,,,,,,,,,,,,,,,-0.015,560
,,,,,,,,,,,,,,,-0.014,580
,,,,,,,,,,,,,,,-0.013,580
,,,,,,,,,,,,,,,-0.012,600
,,,,,,,,,,,,,,,-0.011,600
,,,,,,,,,,,,,,,-0.01,620
,,,,,,,,,,,,,,,-0.009,600
,,,,,,,,,,,,,,,-0.008,600
,,,,,,,,,,,,,,,-0.007,620
,,,,,,,,,,,,,,,-0.006,620
,,,,,,,,,,,,,,,-0.005,620
,,,,,,,,,,,,,,,-0.004,620
,,,,,,,,,,,,,,,-0.003,620
,,,,,,,,,,,,,,,-0.002,640
,,,,,,,,,,,,,,,-0.001,640
,,,,,,,,,,,,,,,0,640
,,,,,,,,,,,,,,,0.001,640
,,,,,,,,,,,,,,,0.002,660
,,,,,,,,,,,,,,,0.003,660
,,,,,,,,,,,,,,,0.004,660
,,,,,,,,,,,,,,,0.005,680
,,,,,,,,,,,,,,,0.006,680
,,,,,,,,,,,,,,,0.007,680
,,,,,,,,,,,,,,,0.008,680
,,,,,,,,,,,,,,,0.009,680
,,,,,,,,,,,,,,,0.01,680
,,,,,,,,,,,,,,,0.011,700
,,,,,,,,,,,,,,,0.012,680
,,,,,,,,,,,,,,,0.013,700
,,,,,,,,,,,,,,,0.014,700
,,,,,,,,,,,,,,,0.015,720
,,,,,,,,,,,,,,,0.016,700
,,,,,,,,,,,,,,,0.017,720
,,,,,,,,,,,,,,,0.018,720
,,,,,,,,,,,,,,,0.019,720
,,,,,,,,,,,,,,,0.02,740
,,,,,,,,,,,,,,,0.021,740
,,,,,,,,,,,,,,,0.022,740
,,,,,,,,,,,,,,,0.023,760
,,,,,,,,,,,,,,,0.024,740
,,,,,,,,,,,,,,,0.025,740
,,,,,,,,,,,,,,,0.026,760
,,,,,,,,,,,,,,,0.027,760
,,,,,,,,,,,,,,,0.028,760
,,,,,,,,,,,,,,,0.029,780
,,,,,,,,,,,,,,,0.03,760
,,,,,,,,,,,,,,,0.031,780
,,,,,,,,,,,,,,,0.032,780
,,,,,,,,,,,,,,,0.033,780
,,,,,,,,,,,,,,,0.034,780
,,,,,,,,,,,,,,,0.035,800
,,,,,,,,,,,,,,,0.036,800
,,,,,,,,,,,,,,,0.037,800
,,,,,,,,,,,,,,,0.038,800
,,,,,,,,,,,,,,,0.039,820
,,,,,,,,,,,,,,,0.04,800
,,,,,,,,,,,,,,,0.041,820
,,,,,,,,,,,,,,,0.042,820
,,,,,,,,,,,,,,,0.043,800
,,,,,,,,,,,,,,,0.044,820
,,,,,,,,,,,,,,,0.045,820
,,,,,,,,,,,,,,,0.046,840
,,,,,,,,,,,,,,,0.047,820
,,,,,,,,,,,,,,,0.048,840
,,,,,,,,,,,,,,,0.049,840
,,,,,,,,,,,,,,,0.05,840
,,,,,,,,,,,,,,,0.051,860
,,,,,,,,,,,,,,,0.052,860
,,,,,,,,,,,,,,,0.053,840
,,,,,,,,,,,,,,,0.054,860
,,,,,,,,,,,,,,,0.055,860
,,,,,,,,,,,,,,,0.056,860
,,,,,,,,,,,,,,,0.057,860
,,,,,,,,,,,,,,,0.058,860
,,,,,,,,,,,,,,,0.059,880
,,,,,,,,,,,,,,,0.06,880
,,,,,,,,,,,,,,,0.061,880
,,,,,,,,,,,,,,,0.062,880
,,,,,,,,,,,,,,,0.063,880
,,,,,,,,,,,,,,,0.064,900
,,,,,,,,,,,,,,,0.065,900
,,,,,,,,,,,,,,,0.066,880
,,,,,,,,,,,,,,,0.067,900
,,,,,,,,,,,,,,,0.068,900
,,,,,,,,,,,,,,,0.069,900
,,,,,,,,,,,,,,,0.07,900
,,,,,,,,,,,,,,,0.071,920
,,,,,,,,,,,,,,,0.072,920
,,,,,,,,,,,,,,,0.073,920
,,,,,,,,,,,,,,,0.074,920
,,,,,,,,,,,,,,,0.075,940
,,,,,,,,,,,,,,,0.076,920
,,,,,,,,,,,,,,,0.077,940
,,,,,,,,,,,,,,,0.078,920
,,,,,,,,,,,,,,,0.079,940
,,,,,,,,,,,,,,,0.08,940
,,,,,,,,,,,,,,,0.081,940
,,,,,,,,,,,,,,,0.082,940
,,,,,,,,,,,,,,,0.083,960
,,,,,,,,,,,,,,,0.084,940
,,,,,,,,,,,,,,,0.085,960
,,,,,,,,,,,,,,,0.086,980
,,,,,,,,,,,,,,,0.087,960
,,,,,,,,,,,,,,,0.088,960
,,,,,,,,,,,,,,,0.089,980
,,,,,,,,,,,,,,,0.09,960
,,,,,,,,,,,,,,,0.091,980
,,,,,,,,,,,,,,,0.092,980
,,,,,,,,,,,,,,,0.093,980
,,,,,,,,,,,,,,,0.094,980
,,,,,,,,,,,,,,,0.095,980
,,,,,,,,,,,,,,,0.096,980
,,,,,,,,,,,,,,,0.097,980
,,,,,,,,,,,,,,,0.098,980
,,,,,,,,,,,,,,,0.099,980
,,,,,,,,,,,,,,,0.1,1000
,,,,,,,,,,,,,,,0.101,980
,,,,,,,,,,,,,,,0.102,1000
,,,,,,,,,,,,,,,0.103,1000
,,,,,,,,,,,,,,,0.104,1000
,,,,,,,,,,,,,,,0.105,1020
,,,,,,,,,,,,,,,0.106,1020
,,,,,,,,,,,,,,,0.107,1020
,,,,,,,,,,,,,,,0.108,1020
,,,,,,,,,,,,,,,0.109,1020
,,,,,,,,,,,,,,,0.11,1020
,,,,,,,,,,,,,,,0.111,1020
,,,,,,,,,,,,,,,0.112,1020
,,,,,,,,,,,,,,,0.113,1020
,,,,,,,,,,,,,,,0.114,1040
,,,,,,,,,,,,,,,0.115,1040
,,,,,,,,,,,,,,,0.116,1040
,,,,,,,,,,,,,,,0.117,1040
,,,,,,,,,,,,,,,0.118,1020
