0	7.50
1	7.20
2	6.50
3	5.70
4	4.90
5	4.10
6	3.50
7	3.00
8	2.60
9	2.20
10	2.00
11	1.80
12	1.60
13	1.50
14	1.40
15	1.30
16	1.20
17	1.20
18	1.10
19	1.10
20	1.00
21	1.00
22	0.98
23	0.96
24	0.95
25	0.94
26	0.93
27	0.92
28	0.91
29	0.91
30	0.90
31	0.90
32	0.89
33	0.89
34	0.89
35	0.88
36	0.88
37	0.88
38	0.88
39	0.88
40	0.88
41	0.87
42	0.87
43	0.87
44	0.87
45	0.87
46	0.87
47	0.87
