0	0.9
1	0.9
2	1.0
3	1.0
4	1.1
5	1.2
6	1.3
7	1.4
8	1.5
9	1.7
10	1.8
11	1.9
12	2.0
13	2.1
14	2.2
15	2.4
16	2.5
17	2.6
18	2.7
19	2.8
20	3.0
21	3.1
22	3.2
23	3.3
24	3.4
25	3.5
26	3.7
27	3.8
28	3.9
29	4.0
30	4.1
31	4.3
32	4.4
33	4.5
34	4.6
35	4.7
36	4.9
37	5.0
38	5.1
39	5.2
40	5.3
41	5.5
42	5.6
43	5.7
44	5.8
45	5.9
46	6.1
47	6.2
48	6.3
49	6.4
50	6.5
51	6.7
52	6.8
53	6.9
54	7.0
55	7.1
56	7.3
57	7.4
58	7.5
