4.981 5.317 5.506 5.685 5.897 6.108 6.308 6.501 6.656 6.865 7.019 7.195 7.394 7.542 7.838 8.311 8.748 9.326 9.931 10.497 11.101 11.715 12.303 12.760 13.287 13.795 14.298 14.785 15.260 15.733 16.084 16.434
127.059 142.942 158.824 174.706 190.589 206.471 222.353 238.236 254.118 270.001 285.883 301.765 317.648 333.530 69.88 85.76 101.65 117.53 133.41 149.29 165.18 181.06 196.94 212.82 228.71 244.59 260.47 276.35 292.24 308.12 324.00 339.88
1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 1.95 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625 2.625
