6
1.969 3.106 4.171 5.223 6.293 7.226 7.838 8.311 8.748 9.326 9.931 10.497 11.101 11.715 12.303 12.760 13.287 13.795 14.298 14.785 15.260 15.733 16.084 16.434
14.3 22.2 30.2 38.1 46.1 54.0 69.9 85.8 101.6 117.5 133.4 149.3 165.2 181.1 196.9 212.8 228.7 244.6 260.5 276.4 292.2 308.1 324.0 339.9
