15
0.341 0.683 1.000 1.353 1.667 1.989 2.286 2.636 2.937 3.245 3.553 3.864 4.131 4.431 4.712 4.981 5.317 5.506 5.685 5.897 6.108 6.308 6.501 6.656 6.865 7.019 7.195 7.394 7.542
7.9 15.9 23.8 31.8 39.7 47.6 55.6 63.5 71.5 79.4 87.4 95.3 103.2 111.2 119.1 127.1 142.9 158.8 174.7 190.6 206.5 222.4 238.2 254.1 270.0 285.9 301.8 317.6 333.5
